Source	Target	edgesize
bn_ASV_000001	bn_ASV_000020	1
bn_ASV_000001	bn_ASV_000054	1
bn_ASV_000001	bn_ASV_000078	1
bn_ASV_000001	bn_ASV_000079	1
bn_ASV_000001	bn_ASV_000184	1
bn_ASV_000001	bp_ASV_000017	1
bn_ASV_000001	bp_ASV_000163	1
bn_ASV_000001	bp_ASV_000219	1
bn_ASV_000001	en_ASV_00097	1
bn_ASV_000001	en_ASV_00218	1
bn_ASV_000005	bn_ASV_000001	1
bn_ASV_000005	bn_ASV_000009	1
bn_ASV_000005	bn_ASV_000017	1
bn_ASV_000005	bn_ASV_000025	1
bn_ASV_000005	bn_ASV_000036	1
bn_ASV_000005	bn_ASV_000037	1
bn_ASV_000005	bn_ASV_000060	1
bn_ASV_000005	bn_ASV_000096	1
bn_ASV_000005	bn_ASV_000098	1
bn_ASV_000005	bn_ASV_000151	1
bn_ASV_000005	bn_ASV_000234	1
bn_ASV_000005	bn_ASV_000265	1
bn_ASV_000005	bn_ASV_000283	1
bn_ASV_000005	bn_ASV_000379	1
bn_ASV_000005	bp_ASV_000009	1
bn_ASV_000005	bp_ASV_000059	1
bn_ASV_000005	bp_ASV_000132	1
bn_ASV_000005	en_ASV_00016	1
bn_ASV_000005	en_ASV_00092	1
bn_ASV_000005	en_ASV_00096	1
bn_ASV_000005	en_ASV_00112	1
bn_ASV_000005	ep_ASV_00001	1
bn_ASV_000005	ep_ASV_00002	1
bn_ASV_000005	ep_ASV_00032	1
bn_ASV_000006	bn_ASV_000007	0
bn_ASV_000006	bn_ASV_000008	0
bn_ASV_000006	bn_ASV_000010	0
bn_ASV_000006	bn_ASV_000026	0
bn_ASV_000006	bn_ASV_000052	0
bn_ASV_000006	bn_ASV_000091	0
bn_ASV_000006	bn_ASV_000092	0
bn_ASV_000006	bn_ASV_000095	0
bn_ASV_000006	bn_ASV_000096	0
bn_ASV_000006	bn_ASV_000115	0
bn_ASV_000006	bn_ASV_000125	0
bn_ASV_000006	bn_ASV_000133	0
bn_ASV_000006	bn_ASV_000146	0
bn_ASV_000006	bn_ASV_000184	0
bn_ASV_000006	bn_ASV_000221	0
bn_ASV_000006	bn_ASV_000240	0
bn_ASV_000006	bn_ASV_000256	0
bn_ASV_000007	bn_ASV_000010	0
bn_ASV_000007	bn_ASV_000025	1
bn_ASV_000007	bn_ASV_000026	0
bn_ASV_000007	bn_ASV_000032	0
bn_ASV_000007	bn_ASV_000072	0
bn_ASV_000007	bn_ASV_000102	0
bn_ASV_000007	bn_ASV_000115	0
bn_ASV_000007	bn_ASV_000133	0
bn_ASV_000007	bn_ASV_000146	0
bn_ASV_000007	bn_ASV_000151	0
bn_ASV_000007	bn_ASV_000155	0
bn_ASV_000007	bn_ASV_000184	0
bn_ASV_000008	bn_ASV_000007	0
bn_ASV_000008	bn_ASV_000010	0
bn_ASV_000008	bn_ASV_000026	0
bn_ASV_000008	bn_ASV_000032	0
bn_ASV_000008	bn_ASV_000037	0
bn_ASV_000008	bn_ASV_000059	0
bn_ASV_000008	bn_ASV_000080	0
bn_ASV_000008	bn_ASV_000092	0
bn_ASV_000008	bn_ASV_000102	0
bn_ASV_000008	bn_ASV_000115	0
bn_ASV_000008	bn_ASV_000124	0
bn_ASV_000008	bn_ASV_000125	0
bn_ASV_000008	bn_ASV_000133	0
bn_ASV_000008	bn_ASV_000146	0
bn_ASV_000008	bn_ASV_000151	0
bn_ASV_000008	bn_ASV_000155	0
bn_ASV_000008	bn_ASV_000184	0
bn_ASV_000008	bn_ASV_000221	0
bn_ASV_000008	bn_ASV_000240	0
bn_ASV_000008	bn_ASV_000331	0
bn_ASV_000008	en_ASV_00472	0
bn_ASV_000009	ep_ASV_00032	1
bn_ASV_000010	bn_ASV_000133	0
bn_ASV_000012	bn_ASV_000001	1
bn_ASV_000012	bn_ASV_000007	1
bn_ASV_000012	bn_ASV_000017	1
bn_ASV_000012	bn_ASV_000020	1
bn_ASV_000012	bn_ASV_000025	1
bn_ASV_000012	bn_ASV_000032	1
bn_ASV_000012	bn_ASV_000036	1
bn_ASV_000012	bn_ASV_000037	1
bn_ASV_000012	bn_ASV_000038	1
bn_ASV_000012	bn_ASV_000062	1
bn_ASV_000012	bn_ASV_000078	1
bn_ASV_000012	bn_ASV_000079	1
bn_ASV_000012	bn_ASV_000089	1
bn_ASV_000012	bn_ASV_000124	1
bn_ASV_000012	bn_ASV_000129	1
bn_ASV_000012	bn_ASV_000151	1
bn_ASV_000012	bp_ASV_000001	1
bn_ASV_000012	bp_ASV_000012	1
bn_ASV_000012	bp_ASV_000219	1
bn_ASV_000015	bn_ASV_000028	0
bn_ASV_000015	bn_ASV_000037	0
bn_ASV_000015	bn_ASV_000054	0
bn_ASV_000015	bn_ASV_000075	0
bn_ASV_000015	bn_ASV_000077	0
bn_ASV_000015	bn_ASV_000080	0
bn_ASV_000015	bn_ASV_000088	0
bn_ASV_000015	bn_ASV_000102	0
bn_ASV_000015	bn_ASV_000125	0
bn_ASV_000015	bn_ASV_000156	0
bn_ASV_000015	bn_ASV_000178	0
bn_ASV_000015	bp_ASV_000063	0
bn_ASV_000015	bp_ASV_000077	0
bn_ASV_000015	bp_ASV_000080	0
bn_ASV_000015	bp_ASV_000088	0
bn_ASV_000015	en_ASV_00031	0
bn_ASV_000015	en_ASV_00053	0
bn_ASV_000015	en_ASV_00102	0
bn_ASV_000015	en_ASV_00206	0
bn_ASV_000015	en_ASV_00472	0
bn_ASV_000015	ep_ASV_00001	0
bn_ASV_000015	ep_ASV_00009	0
bn_ASV_000015	ep_ASV_00037	0
bn_ASV_000017	bn_ASV_000001	1
bn_ASV_000017	bn_ASV_000007	0
bn_ASV_000017	bn_ASV_000026	0
bn_ASV_000017	bn_ASV_000036	0
bn_ASV_000017	bn_ASV_000037	0
bn_ASV_000017	bn_ASV_000072	0
bn_ASV_000017	bn_ASV_000073	0
bn_ASV_000017	bn_ASV_000078	0
bn_ASV_000017	bn_ASV_000089	0
bn_ASV_000017	bn_ASV_000104	0
bn_ASV_000017	bn_ASV_000129	0
bn_ASV_000017	bn_ASV_000151	0
bn_ASV_000017	bn_ASV_000184	0
bn_ASV_000017	bn_ASV_000197	0
bn_ASV_000017	bn_ASV_000230	0
bn_ASV_000017	bn_ASV_000239	0
bn_ASV_000017	bn_ASV_000302	0
bn_ASV_000017	bn_ASV_000308	0
bn_ASV_000017	bn_ASV_000398	0
bn_ASV_000017	bn_ASV_000475	0
bn_ASV_000017	bp_ASV_000017	0
bn_ASV_000017	bp_ASV_000036	0
bn_ASV_000017	bp_ASV_000059	0
bn_ASV_000017	bp_ASV_000210	0
bn_ASV_000017	bp_ASV_000239	0
bn_ASV_000017	bp_ASV_000398	0
bn_ASV_000017	en_ASV_00016	0
bn_ASV_000017	en_ASV_00092	0
bn_ASV_000017	en_ASV_00112	0
bn_ASV_000017	en_ASV_00366	0
bn_ASV_000017	en_ASV_01063	0
bn_ASV_000017	ep_ASV_00040	0
bn_ASV_000018	bn_ASV_000006	1
bn_ASV_000018	bn_ASV_000010	1
bn_ASV_000018	bn_ASV_000020	1
bn_ASV_000018	bn_ASV_000067	1
bn_ASV_000018	bn_ASV_000080	1
bn_ASV_000018	bn_ASV_000091	1
bn_ASV_000018	bn_ASV_000092	1
bn_ASV_000018	bn_ASV_000102	1
bn_ASV_000018	bn_ASV_000113	1
bn_ASV_000018	bn_ASV_000133	1
bn_ASV_000018	bn_ASV_000134	1
bn_ASV_000018	bn_ASV_000135	1
bn_ASV_000018	bn_ASV_000141	1
bn_ASV_000018	bn_ASV_000146	1
bn_ASV_000018	bn_ASV_000179	1
bn_ASV_000018	bn_ASV_000213	1
bn_ASV_000018	bn_ASV_000221	1
bn_ASV_000018	bn_ASV_000240	1
bn_ASV_000018	bn_ASV_000256	1
bn_ASV_000018	bn_ASV_000289	1
bn_ASV_000018	bn_ASV_000331	1
bn_ASV_000018	bn_ASV_000375	1
bn_ASV_000018	bn_ASV_000380	1
bn_ASV_000018	bp_ASV_000024	1
bn_ASV_000018	bp_ASV_000041	1
bn_ASV_000018	bp_ASV_000080	1
bn_ASV_000018	bp_ASV_000113	1
bn_ASV_000018	bp_ASV_000170	1
bn_ASV_000018	bp_ASV_000221	1
bn_ASV_000018	bp_ASV_000289	1
bn_ASV_000018	en_ASV_00053	1
bn_ASV_000018	en_ASV_00093	1
bn_ASV_000018	en_ASV_00103	1
bn_ASV_000018	en_ASV_00153	1
bn_ASV_000018	en_ASV_00168	1
bn_ASV_000018	en_ASV_00214	1
bn_ASV_000018	en_ASV_00247	1
bn_ASV_000018	en_ASV_00365	1
bn_ASV_000018	en_ASV_00397	1
bn_ASV_000018	en_ASV_00402	1
bn_ASV_000018	en_ASV_00426	1
bn_ASV_000018	en_ASV_00456	1
bn_ASV_000018	en_ASV_00472	1
bn_ASV_000018	en_ASV_00547	1
bn_ASV_000018	en_ASV_00570	1
bn_ASV_000018	en_ASV_00618	1
bn_ASV_000018	en_ASV_00953	1
bn_ASV_000018	en_ASV_00993	1
bn_ASV_000018	ep_ASV_00004	1
bn_ASV_000020	en_ASV_00183	1
bn_ASV_000023	bn_ASV_000265	0
bn_ASV_000025	bn_ASV_000001	1
bn_ASV_000025	bn_ASV_000020	1
bn_ASV_000025	bn_ASV_000069	1
bn_ASV_000025	bn_ASV_000079	1
bn_ASV_000025	bn_ASV_000245	1
bn_ASV_000025	bp_ASV_000062	1
bn_ASV_000025	bp_ASV_000163	1
bn_ASV_000025	bp_ASV_000214	1
bn_ASV_000025	bp_ASV_000219	1
bn_ASV_000025	en_ASV_00059	1
bn_ASV_000025	en_ASV_00097	1
bn_ASV_000025	en_ASV_00161	1
bn_ASV_000025	en_ASV_00207	1
bn_ASV_000025	en_ASV_00498	1
bn_ASV_000025	en_ASV_00530	1
bn_ASV_000026	bn_ASV_000010	0
bn_ASV_000026	bn_ASV_000078	0
bn_ASV_000026	bn_ASV_000088	0
bn_ASV_000026	bn_ASV_000102	0
bn_ASV_000026	bn_ASV_000115	0
bn_ASV_000026	bn_ASV_000133	0
bn_ASV_000026	bn_ASV_000146	0
bn_ASV_000026	bn_ASV_000151	0
bn_ASV_000026	bn_ASV_000155	0
bn_ASV_000026	bn_ASV_000184	0
bn_ASV_000026	bn_ASV_000193	0
bn_ASV_000026	bn_ASV_000230	0
bn_ASV_000026	bn_ASV_000244	0
bn_ASV_000026	bn_ASV_000331	0
bn_ASV_000026	bp_ASV_000059	0
bn_ASV_000026	bp_ASV_000080	0
bn_ASV_000026	bp_ASV_000102	0
bn_ASV_000026	en_ASV_00053	0
bn_ASV_000026	en_ASV_00092	0
bn_ASV_000026	en_ASV_00112	0
bn_ASV_000026	en_ASV_00472	0
bn_ASV_000026	en_ASV_00547	0
bn_ASV_000026	en_ASV_00636	0
bn_ASV_000026	en_ASV_00983	0
bn_ASV_000026	en_ASV_01063	0
bn_ASV_000026	ep_ASV_00037	0
bn_ASV_000028	bn_ASV_000054	0
bn_ASV_000028	bn_ASV_000064	0
bn_ASV_000028	bn_ASV_000143	0
bn_ASV_000028	bn_ASV_000156	0
bn_ASV_000028	bp_ASV_000156	0
bn_ASV_000028	en_ASV_00031	0
bn_ASV_000028	en_ASV_00248	0
bn_ASV_000028	en_ASV_00327	0
bn_ASV_000028	en_ASV_00815	0
bn_ASV_000028	ep_ASV_00288	0
bn_ASV_000031	bn_ASV_000007	1
bn_ASV_000031	bn_ASV_000012	1
bn_ASV_000031	bn_ASV_000025	1
bn_ASV_000031	bn_ASV_000505	1
bn_ASV_000031	bp_ASV_000012	1
bn_ASV_000031	ep_ASV_00051	1
bn_ASV_000032	bn_ASV_000025	1
bn_ASV_000032	bn_ASV_000072	0
bn_ASV_000032	bn_ASV_000151	0
bn_ASV_000032	en_ASV_00179	0
bn_ASV_000033	bn_ASV_000001	1
bn_ASV_000033	bn_ASV_000009	1
bn_ASV_000033	bn_ASV_000017	0
bn_ASV_000033	bn_ASV_000020	1
bn_ASV_000033	bn_ASV_000036	0
bn_ASV_000033	bn_ASV_000072	0
bn_ASV_000033	bn_ASV_000151	0
bn_ASV_000033	bn_ASV_000203	0
bn_ASV_000033	bn_ASV_000239	0
bn_ASV_000033	bn_ASV_000475	0
bn_ASV_000033	bp_ASV_000033	0
bn_ASV_000033	bp_ASV_000036	0
bn_ASV_000036	bn_ASV_000001	1
bn_ASV_000036	bn_ASV_000072	0
bn_ASV_000036	bn_ASV_000078	0
bn_ASV_000036	bn_ASV_000089	0
bn_ASV_000036	bn_ASV_000239	0
bn_ASV_000036	bp_ASV_000017	0
bn_ASV_000036	bp_ASV_000036	0
bn_ASV_000036	en_ASV_00583	0
bn_ASV_000036	ep_ASV_00032	0
bn_ASV_000037	bn_ASV_000001	1
bn_ASV_000037	bn_ASV_000007	0
bn_ASV_000037	bn_ASV_000026	0
bn_ASV_000037	bn_ASV_000036	0
bn_ASV_000037	bn_ASV_000073	0
bn_ASV_000037	bn_ASV_000078	0
bn_ASV_000037	bn_ASV_000088	0
bn_ASV_000037	bn_ASV_000089	0
bn_ASV_000037	bn_ASV_000102	0
bn_ASV_000037	bn_ASV_000104	0
bn_ASV_000037	bn_ASV_000107	0
bn_ASV_000037	bn_ASV_000129	0
bn_ASV_000037	bn_ASV_000133	0
bn_ASV_000037	bn_ASV_000146	0
bn_ASV_000037	bn_ASV_000151	0
bn_ASV_000037	bn_ASV_000155	0
bn_ASV_000037	bn_ASV_000184	0
bn_ASV_000037	bn_ASV_000193	0
bn_ASV_000037	bn_ASV_000197	0
bn_ASV_000037	bn_ASV_000213	0
bn_ASV_000037	bn_ASV_000226	0
bn_ASV_000037	bn_ASV_000230	0
bn_ASV_000037	bn_ASV_000239	0
bn_ASV_000037	bn_ASV_000244	0
bn_ASV_000037	bn_ASV_000252	0
bn_ASV_000037	bn_ASV_000280	0
bn_ASV_000037	bn_ASV_000302	0
bn_ASV_000037	bn_ASV_000308	0
bn_ASV_000037	bn_ASV_000331	0
bn_ASV_000037	bn_ASV_000333	0
bn_ASV_000037	bn_ASV_000361	0
bn_ASV_000037	bn_ASV_000398	0
bn_ASV_000037	bn_ASV_000474	0
bn_ASV_000037	bn_ASV_000511	0
bn_ASV_000037	bp_ASV_000001	1
bn_ASV_000037	bp_ASV_000059	0
bn_ASV_000037	bp_ASV_000080	0
bn_ASV_000037	bp_ASV_000088	0
bn_ASV_000037	bp_ASV_000102	0
bn_ASV_000037	bp_ASV_000113	0
bn_ASV_000037	bp_ASV_000124	0
bn_ASV_000037	bp_ASV_000125	0
bn_ASV_000037	bp_ASV_000146	0
bn_ASV_000037	bp_ASV_000197	0
bn_ASV_000037	bp_ASV_000210	0
bn_ASV_000037	bp_ASV_000213	0
bn_ASV_000037	bp_ASV_000230	0
bn_ASV_000037	bp_ASV_000244	0
bn_ASV_000037	bp_ASV_000308	0
bn_ASV_000037	bp_ASV_000311	0
bn_ASV_000037	bp_ASV_000348	0
bn_ASV_000037	bp_ASV_000367	0
bn_ASV_000037	bp_ASV_000398	0
bn_ASV_000037	bp_ASV_000413	0
bn_ASV_000037	en_ASV_00016	0
bn_ASV_000037	en_ASV_00053	0
bn_ASV_000037	en_ASV_00092	0
bn_ASV_000037	en_ASV_00112	0
bn_ASV_000037	en_ASV_00206	0
bn_ASV_000037	en_ASV_00366	0
bn_ASV_000037	en_ASV_00406	0
bn_ASV_000037	en_ASV_00472	0
bn_ASV_000037	en_ASV_00547	0
bn_ASV_000037	en_ASV_00570	0
bn_ASV_000037	en_ASV_00583	0
bn_ASV_000037	en_ASV_00636	0
bn_ASV_000037	en_ASV_00683	0
bn_ASV_000037	en_ASV_00715	0
bn_ASV_000037	en_ASV_00879	0
bn_ASV_000037	en_ASV_00954	0
bn_ASV_000037	en_ASV_00983	0
bn_ASV_000037	en_ASV_01063	0
bn_ASV_000037	en_ASV_01073	0
bn_ASV_000037	ep_ASV_00018	0
bn_ASV_000037	ep_ASV_00029	0
bn_ASV_000037	ep_ASV_00032	0
bn_ASV_000037	ep_ASV_00037	0
bn_ASV_000037	ep_ASV_00070	0
bn_ASV_000037	ep_ASV_00127	0
bn_ASV_000037	ep_ASV_00213	0
bn_ASV_000037	ep_ASV_00246	0
bn_ASV_000037	ep_ASV_00350	0
bn_ASV_000037	ep_ASV_00460	0
bn_ASV_000038	bn_ASV_000001	1
bn_ASV_000038	bn_ASV_000017	0
bn_ASV_000038	bn_ASV_000020	1
bn_ASV_000038	bn_ASV_000025	1
bn_ASV_000038	bn_ASV_000032	0
bn_ASV_000038	bn_ASV_000033	0
bn_ASV_000038	bn_ASV_000036	0
bn_ASV_000038	bn_ASV_000059	0
bn_ASV_000038	bn_ASV_000072	0
bn_ASV_000038	bn_ASV_000078	0
bn_ASV_000038	bn_ASV_000089	0
bn_ASV_000038	bn_ASV_000151	0
bn_ASV_000038	bn_ASV_000203	0
bn_ASV_000038	bn_ASV_000397	0
bn_ASV_000038	bp_ASV_000036	0
bn_ASV_000038	bp_ASV_000038	0
bn_ASV_000038	en_ASV_00077	0
bn_ASV_000039	bn_ASV_000001	1
bn_ASV_000039	bn_ASV_000017	0
bn_ASV_000039	bn_ASV_000026	0
bn_ASV_000039	bn_ASV_000036	0
bn_ASV_000039	bn_ASV_000037	0
bn_ASV_000039	bn_ASV_000059	0
bn_ASV_000039	bn_ASV_000072	0
bn_ASV_000039	bn_ASV_000073	0
bn_ASV_000039	bn_ASV_000078	0
bn_ASV_000039	bn_ASV_000088	0
bn_ASV_000039	bn_ASV_000089	0
bn_ASV_000039	bn_ASV_000102	0
bn_ASV_000039	bn_ASV_000104	0
bn_ASV_000039	bn_ASV_000107	0
bn_ASV_000039	bn_ASV_000125	0
bn_ASV_000039	bn_ASV_000129	0
bn_ASV_000039	bn_ASV_000133	0
bn_ASV_000039	bn_ASV_000151	0
bn_ASV_000039	bn_ASV_000184	0
bn_ASV_000039	bn_ASV_000193	0
bn_ASV_000039	bn_ASV_000197	0
bn_ASV_000039	bn_ASV_000210	0
bn_ASV_000039	bn_ASV_000213	0
bn_ASV_000039	bn_ASV_000226	0
bn_ASV_000039	bn_ASV_000230	0
bn_ASV_000039	bn_ASV_000232	0
bn_ASV_000039	bn_ASV_000239	0
bn_ASV_000039	bn_ASV_000244	0
bn_ASV_000039	bn_ASV_000252	0
bn_ASV_000039	bn_ASV_000271	0
bn_ASV_000039	bn_ASV_000280	0
bn_ASV_000039	bn_ASV_000290	0
bn_ASV_000039	bn_ASV_000294	0
bn_ASV_000039	bn_ASV_000302	0
bn_ASV_000039	bn_ASV_000306	0
bn_ASV_000039	bn_ASV_000308	0
bn_ASV_000039	bn_ASV_000331	0
bn_ASV_000039	bn_ASV_000333	0
bn_ASV_000039	bn_ASV_000348	0
bn_ASV_000039	bn_ASV_000361	0
bn_ASV_000039	bn_ASV_000398	0
bn_ASV_000039	bn_ASV_000411	0
bn_ASV_000039	bn_ASV_000431	0
bn_ASV_000039	bn_ASV_000457	0
bn_ASV_000039	bn_ASV_000474	0
bn_ASV_000039	bn_ASV_000484	0
bn_ASV_000039	bn_ASV_000511	0
bn_ASV_000039	bn_ASV_000528	0
bn_ASV_000039	bn_ASV_000607	0
bn_ASV_000039	bp_ASV_000039	0
bn_ASV_000039	bp_ASV_000059	0
bn_ASV_000039	bp_ASV_000078	0
bn_ASV_000039	bp_ASV_000088	0
bn_ASV_000039	bp_ASV_000089	0
bn_ASV_000039	bp_ASV_000102	0
bn_ASV_000039	bp_ASV_000170	0
bn_ASV_000039	bp_ASV_000197	0
bn_ASV_000039	bp_ASV_000213	0
bn_ASV_000039	bp_ASV_000222	0
bn_ASV_000039	bp_ASV_000230	0
bn_ASV_000039	bp_ASV_000244	0
bn_ASV_000039	bp_ASV_000271	0
bn_ASV_000039	bp_ASV_000279	0
bn_ASV_000039	bp_ASV_000302	0
bn_ASV_000039	bp_ASV_000304	0
bn_ASV_000039	bp_ASV_000306	0
bn_ASV_000039	bp_ASV_000308	0
bn_ASV_000039	bp_ASV_000319	0
bn_ASV_000039	bp_ASV_000348	0
bn_ASV_000039	bp_ASV_000367	0
bn_ASV_000039	bp_ASV_000398	0
bn_ASV_000039	bp_ASV_000402	0
bn_ASV_000039	bp_ASV_000413	0
bn_ASV_000039	bp_ASV_000415	0
bn_ASV_000039	bp_ASV_000457	0
bn_ASV_000039	bp_ASV_000599	0
bn_ASV_000039	en_ASV_00016	0
bn_ASV_000039	en_ASV_00053	0
bn_ASV_000039	en_ASV_00077	0
bn_ASV_000039	en_ASV_00092	0
bn_ASV_000039	en_ASV_00112	0
bn_ASV_000039	en_ASV_00366	0
bn_ASV_000039	en_ASV_00406	0
bn_ASV_000039	en_ASV_00472	0
bn_ASV_000039	en_ASV_00570	0
bn_ASV_000039	en_ASV_00583	0
bn_ASV_000039	en_ASV_00636	0
bn_ASV_000039	en_ASV_00683	0
bn_ASV_000039	en_ASV_00715	0
bn_ASV_000039	en_ASV_00804	0
bn_ASV_000039	en_ASV_00879	0
bn_ASV_000039	en_ASV_00954	0
bn_ASV_000039	en_ASV_00983	0
bn_ASV_000039	en_ASV_01063	0
bn_ASV_000039	en_ASV_01073	0
bn_ASV_000039	en_ASV_01121	0
bn_ASV_000039	en_ASV_01138	0
bn_ASV_000039	en_ASV_01180	0
bn_ASV_000039	ep_ASV_00029	0
bn_ASV_000039	ep_ASV_00032	0
bn_ASV_000039	ep_ASV_00037	0
bn_ASV_000039	ep_ASV_00040	0
bn_ASV_000039	ep_ASV_00070	0
bn_ASV_000039	ep_ASV_00084	0
bn_ASV_000039	ep_ASV_00127	0
bn_ASV_000039	ep_ASV_00213	0
bn_ASV_000039	ep_ASV_00246	0
bn_ASV_000039	ep_ASV_00264	0
bn_ASV_000039	ep_ASV_00301	0
bn_ASV_000039	ep_ASV_00305	0
bn_ASV_000039	ep_ASV_00317	0
bn_ASV_000039	ep_ASV_00350	0
bn_ASV_000039	ep_ASV_00364	0
bn_ASV_000043	bn_ASV_000001	1
bn_ASV_000043	bn_ASV_000012	1
bn_ASV_000043	bn_ASV_000015	0
bn_ASV_000043	bn_ASV_000025	1
bn_ASV_000043	bn_ASV_000028	0
bn_ASV_000043	bn_ASV_000054	0
bn_ASV_000043	bn_ASV_000062	0
bn_ASV_000043	bn_ASV_000064	0
bn_ASV_000043	bn_ASV_000069	0
bn_ASV_000043	bn_ASV_000077	0
bn_ASV_000043	bn_ASV_000079	1
bn_ASV_000043	bn_ASV_000097	0
bn_ASV_000043	bn_ASV_000112	0
bn_ASV_000043	bn_ASV_000116	0
bn_ASV_000043	bn_ASV_000142	0
bn_ASV_000043	bn_ASV_000156	0
bn_ASV_000043	bn_ASV_000161	0
bn_ASV_000043	bn_ASV_000178	0
bn_ASV_000043	bn_ASV_000208	0
bn_ASV_000043	bn_ASV_000281	0
bn_ASV_000043	bn_ASV_000341	0
bn_ASV_000043	bp_ASV_000001	1
bn_ASV_000043	bp_ASV_000012	1
bn_ASV_000043	bp_ASV_000015	0
bn_ASV_000043	bp_ASV_000022	0
bn_ASV_000043	bp_ASV_000043	0
bn_ASV_000043	bp_ASV_000044	0
bn_ASV_000043	bp_ASV_000045	0
bn_ASV_000043	bp_ASV_000052	0
bn_ASV_000043	bp_ASV_000054	0
bn_ASV_000043	bp_ASV_000062	0
bn_ASV_000043	bp_ASV_000063	0
bn_ASV_000043	bp_ASV_000064	0
bn_ASV_000043	bp_ASV_000077	0
bn_ASV_000043	bp_ASV_000087	1
bn_ASV_000043	bp_ASV_000090	0
bn_ASV_000043	bp_ASV_000097	0
bn_ASV_000043	bp_ASV_000112	0
bn_ASV_000043	bp_ASV_000116	0
bn_ASV_000043	bp_ASV_000117	0
bn_ASV_000043	bp_ASV_000156	0
bn_ASV_000043	bp_ASV_000183	0
bn_ASV_000043	bp_ASV_000219	0
bn_ASV_000043	bp_ASV_000242	0
bn_ASV_000043	bp_ASV_000341	0
bn_ASV_000043	en_ASV_00059	0
bn_ASV_000043	en_ASV_00110	0
bn_ASV_000043	en_ASV_00198	0
bn_ASV_000043	en_ASV_00207	0
bn_ASV_000043	en_ASV_00248	0
bn_ASV_000043	en_ASV_00253	0
bn_ASV_000043	en_ASV_00310	0
bn_ASV_000043	en_ASV_00327	0
bn_ASV_000043	ep_ASV_00003	0
bn_ASV_000043	ep_ASV_00009	0
bn_ASV_000043	ep_ASV_00020	0
bn_ASV_000043	ep_ASV_00058	0
bn_ASV_000043	ep_ASV_00099	0
bn_ASV_000043	ep_ASV_00158	0
bn_ASV_000043	ep_ASV_00164	0
bn_ASV_000043	ep_ASV_00171	0
bn_ASV_000043	ep_ASV_00172	0
bn_ASV_000043	ep_ASV_00260	0
bn_ASV_000043	ep_ASV_00269	0
bn_ASV_000043	ep_ASV_00284	0
bn_ASV_000043	ep_ASV_00288	0
bn_ASV_000043	ep_ASV_00290	0
bn_ASV_000046	bn_ASV_000001	1
bn_ASV_000046	bn_ASV_000005	1
bn_ASV_000046	bn_ASV_000007	0
bn_ASV_000046	bn_ASV_000008	0
bn_ASV_000046	bn_ASV_000012	1
bn_ASV_000046	bn_ASV_000017	0
bn_ASV_000046	bn_ASV_000026	0
bn_ASV_000046	bn_ASV_000032	0
bn_ASV_000046	bn_ASV_000037	0
bn_ASV_000046	bn_ASV_000039	0
bn_ASV_000046	bn_ASV_000059	0
bn_ASV_000046	bn_ASV_000072	0
bn_ASV_000046	bn_ASV_000078	0
bn_ASV_000046	bn_ASV_000080	0
bn_ASV_000046	bn_ASV_000087	1
bn_ASV_000046	bn_ASV_000091	0
bn_ASV_000046	bn_ASV_000092	0
bn_ASV_000046	bn_ASV_000102	0
bn_ASV_000046	bn_ASV_000115	0
bn_ASV_000046	bn_ASV_000124	0
bn_ASV_000046	bn_ASV_000125	0
bn_ASV_000046	bn_ASV_000133	0
bn_ASV_000046	bn_ASV_000146	0
bn_ASV_000046	bn_ASV_000151	0
bn_ASV_000046	bn_ASV_000155	0
bn_ASV_000046	bn_ASV_000170	0
bn_ASV_000046	bn_ASV_000184	0
bn_ASV_000046	bn_ASV_000193	0
bn_ASV_000046	bn_ASV_000197	0
bn_ASV_000046	bn_ASV_000210	0
bn_ASV_000046	bn_ASV_000222	0
bn_ASV_000046	bn_ASV_000223	0
bn_ASV_000046	bn_ASV_000226	0
bn_ASV_000046	bn_ASV_000230	0
bn_ASV_000046	bn_ASV_000232	0
bn_ASV_000046	bn_ASV_000233	0
bn_ASV_000046	bn_ASV_000239	0
bn_ASV_000046	bn_ASV_000240	0
bn_ASV_000046	bn_ASV_000304	0
bn_ASV_000046	bn_ASV_000308	0
bn_ASV_000046	bn_ASV_000314	0
bn_ASV_000046	bn_ASV_000347	0
bn_ASV_000046	bn_ASV_000348	0
bn_ASV_000046	bn_ASV_000398	0
bn_ASV_000046	bn_ASV_000413	0
bn_ASV_000046	bn_ASV_000511	0
bn_ASV_000046	en_ASV_00016	0
bn_ASV_000046	en_ASV_00092	0
bn_ASV_000046	en_ASV_00109	0
bn_ASV_000046	en_ASV_00112	0
bn_ASV_000046	en_ASV_00114	0
bn_ASV_000046	en_ASV_00168	0
bn_ASV_000046	en_ASV_00472	0
bn_ASV_000046	en_ASV_00512	0
bn_ASV_000046	en_ASV_00583	0
bn_ASV_000046	en_ASV_00683	0
bn_ASV_000046	en_ASV_01063	0
bn_ASV_000046	en_ASV_01234	0
bn_ASV_000046	ep_ASV_00001	0
bn_ASV_000046	ep_ASV_00032	0
bn_ASV_000052	bn_ASV_000010	0
bn_ASV_000052	bn_ASV_000054	0
bn_ASV_000052	bn_ASV_000077	0
bn_ASV_000052	bn_ASV_000097	0
bn_ASV_000052	bn_ASV_000156	0
bn_ASV_000052	bp_ASV_000052	0
bn_ASV_000054	bn_ASV_000064	0
bn_ASV_000054	bn_ASV_000077	0
