Source	Target	prevalence_numMonths	prevalence_fractionMonths	Month_01	Month_02	Month_03	Month_04	Month_05	Month_06	Month_07	Month_08	Month_09	Month_10	Month_11	Month_12
bn_ASV_000001	bn_ASV_000020	95	79.1666666666667	100	80	90	40	30	50	70	90	100	100	100	100
bn_ASV_000001	bn_ASV_000054	59	49.1666666666667	0	0	0	30	30	90	80	80	80	80	70	50
bn_ASV_000001	bn_ASV_000078	72	60	90	90	100	50	90	80	20	0	10	30	80	80
bn_ASV_000001	bn_ASV_000079	68	56.6666666666667	60	0	0	30	30	40	100	80	80	90	80	90
bn_ASV_000001	bn_ASV_000184	64	53.3333333333333	90	80	70	30	40	70	50	0	20	30	80	80
bn_ASV_000001	bp_ASV_000017	65	54.1666666666667	100	90	90	60	60	50	20	0	20	20	60	80
bn_ASV_000001	bp_ASV_000163	65	54.1666666666667	50	30	20	0	20	20	60	90	90	90	90	90
bn_ASV_000001	bp_ASV_000219	49	40.8333333333333	10	0	0	0	20	60	70	80	80	80	50	40
bn_ASV_000001	en_ASV_00097	82	68.3333333333333	30	50	30	40	80	80	60	90	90	100	80	90
bn_ASV_000001	en_ASV_00218	57	47.5	20	20	30	0	30	50	90	90	50	70	50	70
bn_ASV_000005	bn_ASV_000001	99	82.5	90	90	90	60	90	90	60	60	70	100	100	90
bn_ASV_000005	bn_ASV_000009	101	84.1666666666667	90	90	100	80	100	90	60	60	60	90	90	100
bn_ASV_000005	bn_ASV_000017	71	59.1666666666667	90	90	100	90	90	50	0	30	10	0	70	90
bn_ASV_000005	bn_ASV_000025	74	61.6666666666667	60	30	30	30	40	80	60	60	70	100	100	80
bn_ASV_000005	bn_ASV_000036	79	65.8333333333333	70	90	100	80	100	80	0	0	40	80	70	80
bn_ASV_000005	bn_ASV_000037	74	61.6666666666667	90	90	100	80	70	60	10	0	0	50	90	100
bn_ASV_000005	bn_ASV_000060	58	48.3333333333333	70	80	80	60	80	50	0	0	0	20	60	80
bn_ASV_000005	bn_ASV_000096	66	55	50	60	30	30	50	70	60	50	40	60	80	80
bn_ASV_000005	bn_ASV_000098	56	46.6666666666667	50	70	70	50	80	60	30	0	0	30	60	60
bn_ASV_000005	bn_ASV_000151	70	58.3333333333333	80	80	70	80	100	70	10	0	10	30	80	90
bn_ASV_000005	bn_ASV_000234	68	56.6666666666667	60	70	90	60	60	60	30	0	30	80	80	60
bn_ASV_000005	bn_ASV_000265	75	62.5	100	80	80	50	80	60	20	0	40	80	70	90
bn_ASV_000005	bn_ASV_000283	63	52.5	40	80	60	80	70	80	20	0	10	30	80	80
bn_ASV_000005	bn_ASV_000379	63	52.5	100	80	80	40	80	50	0	0	20	40	60	80
bn_ASV_000005	bp_ASV_000009	77	64.1666666666667	80	80	60	70	80	80	50	30	40	70	80	50
bn_ASV_000005	bp_ASV_000059	65	54.1666666666667	90	90	100	70	50	10	0	0	10	40	90	100
bn_ASV_000005	bp_ASV_000132	65	54.1666666666667	80	90	90	70	70	40	20	0	10	50	80	50
bn_ASV_000005	en_ASV_00016	61	50.8333333333333	90	90	100	90	50	10	0	0	10	0	90	80
bn_ASV_000005	en_ASV_00092	66	55	90	90	100	80	50	30	0	0	20	20	80	100
bn_ASV_000005	en_ASV_00096	64	53.3333333333333	90	90	70	40	40	60	0	0	30	70	80	70
bn_ASV_000005	en_ASV_00112	71	59.1666666666667	90	80	80	80	70	60	30	0	0	40	90	90
bn_ASV_000005	ep_ASV_00001	83	69.1666666666667	90	90	90	90	60	60	20	30	50	70	80	100
bn_ASV_000005	ep_ASV_00002	95	79.1666666666667	100	100	90	90	90	90	30	20	50	100	90	100
bn_ASV_000005	ep_ASV_00032	63	52.5	100	100	90	80	60	20	10	0	20	30	50	70
bn_ASV_000006	bn_ASV_000007	108	90	90	100	100	90	90	80	80	80	90	90	90	100
bn_ASV_000006	bn_ASV_000008	108	90	90	100	100	90	100	80	80	70	90	90	90	100
bn_ASV_000006	bn_ASV_000010	107	89.1666666666667	90	100	100	90	80	80	90	70	90	80	100	100
bn_ASV_000006	bn_ASV_000026	95	79.1666666666667	90	90	100	80	70	70	80	50	70	70	90	90
bn_ASV_000006	bn_ASV_000052	82	68.3333333333333	60	70	30	40	50	70	90	50	90	90	90	90
bn_ASV_000006	bn_ASV_000091	87	72.5	90	90	80	70	20	70	60	60	80	70	80	100
bn_ASV_000006	bn_ASV_000092	82	68.3333333333333	90	90	80	70	50	60	30	50	50	60	90	100
bn_ASV_000006	bn_ASV_000095	92	76.6666666666667	90	90	60	50	70	80	90	70	70	70	90	90
bn_ASV_000006	bn_ASV_000096	80	66.6666666666667	60	70	30	30	50	70	90	60	80	70	90	100
bn_ASV_000006	bn_ASV_000115	76	63.3333333333333	70	80	70	50	50	70	60	40	50	60	80	80
bn_ASV_000006	bn_ASV_000125	86	71.6666666666667	90	100	100	70	50	70	60	50	30	70	80	90
bn_ASV_000006	bn_ASV_000133	85	70.8333333333333	90	90	90	80	50	50	50	50	50	70	90	90
bn_ASV_000006	bn_ASV_000146	79	65.8333333333333	80	80	60	30	50	70	60	60	50	60	100	90
bn_ASV_000006	bn_ASV_000184	70	58.3333333333333	90	90	70	60	40	70	50	0	20	30	90	90
bn_ASV_000006	bn_ASV_000221	71	59.1666666666667	80	80	60	40	20	30	40	30	50	80	100	100
bn_ASV_000006	bn_ASV_000240	72	60	80	80	70	40	70	40	40	40	50	50	80	80
bn_ASV_000006	bn_ASV_000256	62	51.6666666666667	60	50	0	0	0	40	70	60	70	80	100	90
bn_ASV_000007	bn_ASV_000010	106	88.3333333333333	90	100	100	90	80	80	80	80	90	80	90	100
bn_ASV_000007	bn_ASV_000025	76	63.3333333333333	60	30	30	30	30	70	80	80	90	90	90	80
bn_ASV_000007	bn_ASV_000026	96	80	100	90	100	80	70	70	80	50	70	70	90	90
bn_ASV_000007	bn_ASV_000032	101	84.1666666666667	80	100	100	90	90	80	80	60	70	70	90	100
bn_ASV_000007	bn_ASV_000072	63	52.5	80	90	80	80	80	60	0	30	30	0	50	50
bn_ASV_000007	bn_ASV_000102	75	62.5	100	90	100	70	40	60	30	10	30	30	90	100
bn_ASV_000007	bn_ASV_000115	75	62.5	70	80	60	50	50	70	60	40	50	60	80	80
bn_ASV_000007	bn_ASV_000133	85	70.8333333333333	90	90	90	80	50	50	50	50	50	70	90	90
bn_ASV_000007	bn_ASV_000146	78	65	80	80	60	30	50	70	60	60	50	60	90	90
bn_ASV_000007	bn_ASV_000151	72	60	90	90	80	80	90	70	10	0	10	30	80	90
bn_ASV_000007	bn_ASV_000155	90	75	100	90	100	90	60	80	70	10	40	80	90	90
bn_ASV_000007	bn_ASV_000184	70	58.3333333333333	90	90	70	60	40	70	50	0	20	30	90	90
bn_ASV_000008	bn_ASV_000007	109	90.8333333333333	100	100	100	90	90	80	80	80	90	90	90	100
bn_ASV_000008	bn_ASV_000010	106	88.3333333333333	90	100	100	90	80	80	80	80	90	80	90	100
bn_ASV_000008	bn_ASV_000026	96	80	100	90	100	80	70	70	80	50	70	70	90	90
bn_ASV_000008	bn_ASV_000032	102	85	80	100	100	90	100	80	80	60	70	70	90	100
bn_ASV_000008	bn_ASV_000037	76	63.3333333333333	100	100	100	80	70	60	10	0	0	50	90	100
bn_ASV_000008	bn_ASV_000059	69	57.5	90	100	90	80	60	40	0	0	30	10	90	100
bn_ASV_000008	bn_ASV_000080	68	56.6666666666667	90	80	80	40	30	40	30	20	30	60	90	90
bn_ASV_000008	bn_ASV_000092	82	68.3333333333333	90	90	80	70	50	60	30	50	50	60	90	100
bn_ASV_000008	bn_ASV_000102	75	62.5	100	90	100	70	40	60	30	10	30	30	90	100
bn_ASV_000008	bn_ASV_000115	76	63.3333333333333	70	80	70	50	50	70	60	40	50	60	80	80
bn_ASV_000008	bn_ASV_000124	74	61.6666666666667	90	100	100	80	50	40	0	10	40	50	90	90
bn_ASV_000008	bn_ASV_000125	86	71.6666666666667	90	100	100	70	50	70	60	50	30	70	80	90
bn_ASV_000008	bn_ASV_000133	85	70.8333333333333	90	90	90	80	50	50	50	50	50	70	90	90
bn_ASV_000008	bn_ASV_000146	77	64.1666666666667	80	80	60	30	50	70	60	50	50	60	90	90
bn_ASV_000008	bn_ASV_000151	73	60.8333333333333	90	90	80	80	100	70	10	0	10	30	80	90
bn_ASV_000008	bn_ASV_000155	90	75	100	90	100	90	60	80	70	10	40	80	90	90
bn_ASV_000008	bn_ASV_000184	70	58.3333333333333	90	90	70	60	40	70	50	0	20	30	90	90
bn_ASV_000008	bn_ASV_000221	73	60.8333333333333	90	90	70	40	20	30	40	30	50	80	90	100
bn_ASV_000008	bn_ASV_000240	72	60	80	80	70	40	70	40	40	40	50	50	80	80
bn_ASV_000008	bn_ASV_000331	56	46.6666666666667	100	70	90	10	10	40	30	0	0	50	80	80
bn_ASV_000008	en_ASV_00472	75	62.5	100	100	80	60	60	30	0	40	40	60	80	100
bn_ASV_000009	ep_ASV_00032	60	50	90	90	90	70	60	20	10	0	20	30	50	70
bn_ASV_000010	bn_ASV_000133	85	70.8333333333333	90	90	90	80	50	50	50	50	50	70	90	90
bn_ASV_000012	bn_ASV_000001	108	90	100	80	70	40	90	100	100	100	100	100	100	100
bn_ASV_000012	bn_ASV_000007	97	80.8333333333333	100	80	70	30	80	80	80	90	90	90	90	90
bn_ASV_000012	bn_ASV_000017	63	52.5	100	80	70	40	80	50	0	30	10	0	70	100
bn_ASV_000012	bn_ASV_000020	87	72.5	100	70	70	40	30	40	70	90	90	90	90	90
bn_ASV_000012	bn_ASV_000025	84	70	60	30	30	30	40	90	100	90	100	100	100	70
bn_ASV_000012	bn_ASV_000032	91	75.8333333333333	80	80	70	40	90	80	80	60	70	70	100	90
bn_ASV_000012	bn_ASV_000036	74	61.6666666666667	80	80	70	30	90	90	10	0	50	80	70	90
bn_ASV_000012	bn_ASV_000037	63	52.5	100	80	70	30	60	60	10	0	0	50	80	90
bn_ASV_000012	bn_ASV_000038	77	64.1666666666667	80	70	70	30	90	80	70	20	50	70	90	50
bn_ASV_000012	bn_ASV_000062	52	43.3333333333333	0	0	0	0	0	60	80	80	90	90	70	50
bn_ASV_000012	bn_ASV_000078	65	54.1666666666667	90	80	70	30	80	80	20	0	10	30	80	80
bn_ASV_000012	bn_ASV_000079	68	56.6666666666667	60	0	0	30	30	40	100	80	80	90	80	90
bn_ASV_000012	bn_ASV_000089	62	51.6666666666667	80	80	70	20	60	50	0	30	40	40	80	70
bn_ASV_000012	bn_ASV_000124	63	52.5	90	80	70	30	40	40	0	10	40	60	90	80
bn_ASV_000012	bn_ASV_000129	75	62.5	100	80	70	30	50	90	50	50	30	50	70	80
bn_ASV_000012	bn_ASV_000151	62	51.6666666666667	90	70	50	40	90	70	10	0	10	30	80	80
bn_ASV_000012	bp_ASV_000001	98	81.6666666666667	100	50	50	40	80	100	90	100	90	90	100	90
bn_ASV_000012	bp_ASV_000012	94	78.3333333333333	90	30	50	40	80	100	90	90	90	90	100	90
bn_ASV_000012	bp_ASV_000219	49	40.8333333333333	10	0	0	0	20	60	70	80	80	80	50	40
bn_ASV_000015	bn_ASV_000028	70	58.3333333333333	0	0	0	40	90	90	90	90	90	100	70	40
bn_ASV_000015	bn_ASV_000037	62	51.6666666666667	60	70	80	80	70	60	10	0	0	50	70	70
bn_ASV_000015	bn_ASV_000054	64	53.3333333333333	0	0	0	30	30	90	80	100	80	90	90	50
bn_ASV_000015	bn_ASV_000075	75	62.5	60	40	60	60	90	70	80	70	50	60	80	30
bn_ASV_000015	bn_ASV_000077	67	55.8333333333333	0	0	0	40	70	90	90	90	90	100	60	40
bn_ASV_000015	bn_ASV_000080	57	47.5	60	70	70	40	30	30	30	20	30	60	70	60
bn_ASV_000015	bn_ASV_000088	74	61.6666666666667	60	70	80	80	40	50	10	50	50	80	90	80
bn_ASV_000015	bn_ASV_000102	63	52.5	60	70	80	70	40	60	30	10	30	30	80	70
bn_ASV_000015	bn_ASV_000125	73	60.8333333333333	60	70	80	70	50	70	60	50	30	70	60	60
bn_ASV_000015	bn_ASV_000156	54	45	0	0	0	20	60	80	70	80	70	70	60	30
bn_ASV_000015	bn_ASV_000178	58	48.3333333333333	0	0	0	60	100	100	90	60	50	70	40	10
bn_ASV_000015	bp_ASV_000063	59	49.1666666666667	10	0	0	30	90	100	90	80	60	70	60	0
bn_ASV_000015	bp_ASV_000077	64	53.3333333333333	0	0	0	40	80	90	90	90	80	80	50	40
bn_ASV_000015	bp_ASV_000080	63	52.5	60	70	60	60	50	40	30	0	50	70	70	70
bn_ASV_000015	bp_ASV_000088	62	51.6666666666667	60	70	70	70	20	20	20	20	60	60	80	70
bn_ASV_000015	en_ASV_00031	80	66.6666666666667	20	0	50	90	100	90	90	80	60	70	90	60
bn_ASV_000015	en_ASV_00053	59	49.1666666666667	60	70	70	40	50	30	30	0	10	80	70	80
bn_ASV_000015	en_ASV_00102	63	52.5	30	10	20	20	70	90	80	70	60	60	70	50
bn_ASV_000015	en_ASV_00206	65	54.1666666666667	60	60	70	70	60	60	20	20	30	50	90	60
bn_ASV_000015	en_ASV_00472	66	55	60	70	60	60	60	40	0	40	40	60	90	80
bn_ASV_000015	ep_ASV_00001	74	61.6666666666667	60	70	80	100	50	50	20	30	50	70	80	80
bn_ASV_000015	ep_ASV_00009	62	51.6666666666667	10	30	0	30	60	90	90	60	60	80	60	50
bn_ASV_000015	ep_ASV_00037	68	56.6666666666667	60	70	70	40	30	40	40	30	60	80	80	80
bn_ASV_000017	bn_ASV_000001	70	58.3333333333333	100	90	100	60	90	50	0	30	10	0	70	100
bn_ASV_000017	bn_ASV_000007	71	59.1666666666667	100	100	100	90	80	50	0	30	10	0	60	90
bn_ASV_000017	bn_ASV_000026	65	54.1666666666667	100	90	100	80	70	40	0	30	10	0	50	80
bn_ASV_000017	bn_ASV_000036	65	54.1666666666667	80	100	100	90	90	50	0	0	0	0	50	90
bn_ASV_000017	bn_ASV_000037	62	51.6666666666667	100	100	100	80	60	40	0	0	0	0	50	90
bn_ASV_000017	bn_ASV_000072	57	47.5	80	90	80	90	80	40	0	30	0	0	30	50
bn_ASV_000017	bn_ASV_000073	55	45.8333333333333	90	100	100	70	40	0	0	0	0	0	60	90
bn_ASV_000017	bn_ASV_000078	62	51.6666666666667	90	100	100	70	80	50	0	0	0	0	50	80
bn_ASV_000017	bn_ASV_000089	63	52.5	80	100	100	70	70	40	0	30	10	0	60	70
bn_ASV_000017	bn_ASV_000104	55	45.8333333333333	60	90	80	70	50	30	0	30	0	0	70	70
bn_ASV_000017	bn_ASV_000129	66	55	100	100	100	90	60	50	0	30	0	0	50	80
bn_ASV_000017	bn_ASV_000151	63	52.5	90	90	80	90	90	50	0	0	10	0	50	80
bn_ASV_000017	bn_ASV_000184	53	44.1666666666667	90	90	70	60	40	40	0	0	10	0	50	80
bn_ASV_000017	bn_ASV_000197	42	35	90	90	90	30	40	0	0	0	0	0	20	60
bn_ASV_000017	bn_ASV_000230	49	40.8333333333333	90	100	100	50	30	0	0	0	0	0	40	80
bn_ASV_000017	bn_ASV_000239	50	41.6666666666667	70	90	90	90	60	10	0	0	0	0	30	60
bn_ASV_000017	bn_ASV_000302	40	33.3333333333333	90	100	90	20	0	0	0	0	0	0	20	80
bn_ASV_000017	bn_ASV_000308	44	36.6666666666667	90	80	90	40	10	20	0	0	0	0	30	80
bn_ASV_000017	bn_ASV_000398	40	33.3333333333333	80	90	90	50	0	0	0	0	0	0	20	70
bn_ASV_000017	bn_ASV_000475	50	41.6666666666667	30	80	90	90	70	50	0	0	0	0	20	70
bn_ASV_000017	bp_ASV_000017	60	50	100	100	90	90	50	30	0	0	10	0	50	80
bn_ASV_000017	bp_ASV_000036	62	51.6666666666667	80	100	90	80	70	50	0	0	10	0	50	90
bn_ASV_000017	bp_ASV_000059	59	49.1666666666667	100	100	100	80	40	10	0	0	10	0	60	90
bn_ASV_000017	bp_ASV_000210	50	41.6666666666667	90	100	90	70	20	10	0	0	10	0	50	60
bn_ASV_000017	bp_ASV_000239	42	35	40	100	80	80	40	0	0	0	10	0	40	30
bn_ASV_000017	bp_ASV_000398	43	35.8333333333333	90	90	90	50	0	0	0	0	10	0	40	60
bn_ASV_000017	en_ASV_00016	56	46.6666666666667	100	100	100	90	40	0	0	0	0	0	60	70
bn_ASV_000017	en_ASV_00092	58	48.3333333333333	100	100	100	80	40	20	0	0	0	0	50	90
bn_ASV_000017	en_ASV_00112	62	51.6666666666667	100	90	90	100	60	40	0	0	0	0	60	80
bn_ASV_000017	en_ASV_00366	50	41.6666666666667	100	100	80	70	70	0	0	0	0	0	0	80
bn_ASV_000017	en_ASV_01063	49	40.8333333333333	90	70	80	70	20	30	0	0	0	0	50	80
bn_ASV_000017	ep_ASV_00040	42	35	100	90	80	60	20	0	0	0	10	0	30	30
bn_ASV_000018	bn_ASV_000006	82	68.3333333333333	80	90	80	20	30	50	50	60	80	80	100	100
bn_ASV_000018	bn_ASV_000010	82	68.3333333333333	80	90	80	20	30	50	50	60	80	80	100	100
bn_ASV_000018	bn_ASV_000020	78	65	90	80	80	10	30	40	50	60	80	80	90	90
bn_ASV_000018	bn_ASV_000067	52	43.3333333333333	100	80	90	10	0	0	0	0	0	40	100	100
bn_ASV_000018	bn_ASV_000080	64	53.3333333333333	90	80	70	10	30	40	30	20	30	60	90	90
bn_ASV_000018	bn_ASV_000091	77	64.1666666666667	90	90	70	20	20	50	40	60	80	70	80	100
bn_ASV_000018	bn_ASV_000092	72	60	90	90	70	20	30	50	20	50	50	60	90	100
bn_ASV_000018	bn_ASV_000102	68	56.6666666666667	100	90	90	20	30	50	30	10	30	30	100	100
bn_ASV_000018	bn_ASV_000113	48	40	90	70	50	0	0	0	0	0	20	50	100	100
bn_ASV_000018	bn_ASV_000133	74	61.6666666666667	90	90	80	20	30	30	50	50	50	70	90	90
bn_ASV_000018	bn_ASV_000134	48	40	60	20	0	0	0	0	40	60	70	80	70	80
bn_ASV_000018	bn_ASV_000135	44	36.6666666666667	90	90	70	0	0	0	0	0	0	0	90	100
bn_ASV_000018	bn_ASV_000141	47	39.1666666666667	70	30	0	0	0	0	10	50	80	80	70	80
bn_ASV_000018	bn_ASV_000146	72	60	90	80	60	10	30	50	50	50	50	60	100	90
bn_ASV_000018	bn_ASV_000179	67	55.8333333333333	80	90	70	10	10	50	20	20	40	80	100	100
bn_ASV_000018	bn_ASV_000213	46	38.3333333333333	90	90	70	10	0	0	0	0	0	0	100	100
bn_ASV_000018	bn_ASV_000221	72	60	90	90	70	20	20	30	40	30	50	80	100	100
bn_ASV_000018	bn_ASV_000240	65	54.1666666666667	90	80	70	10	30	40	30	40	50	50	80	80
bn_ASV_000018	bn_ASV_000256	61	50.8333333333333	70	60	0	0	0	40	40	60	70	80	100	90
bn_ASV_000018	bn_ASV_000289	64	53.3333333333333	90	60	50	0	30	50	40	30	40	70	90	90
bn_ASV_000018	bn_ASV_000331	56	46.6666666666667	100	70	90	10	10	30	30	0	0	50	80	90
bn_ASV_000018	bn_ASV_000375	50	41.6666666666667	60	80	0	0	0	30	30	40	60	70	60	70
bn_ASV_000018	bn_ASV_000380	44	36.6666666666667	70	60	40	0	10	0	0	0	20	50	90	100
bn_ASV_000018	bp_ASV_000024	73	60.8333333333333	90	90	70	20	30	40	40	50	80	70	70	80
bn_ASV_000018	bp_ASV_000041	78	65	100	100	80	20	30	40	50	40	60	70	90	100
bn_ASV_000018	bp_ASV_000080	67	55.8333333333333	100	100	80	20	30	20	20	0	50	70	90	90
bn_ASV_000018	bp_ASV_000113	46	38.3333333333333	100	80	30	0	0	0	0	0	20	40	90	100
bn_ASV_000018	bp_ASV_000170	47	39.1666666666667	100	100	70	0	0	0	0	0	10	0	90	100
bn_ASV_000018	bp_ASV_000221	61	50.8333333333333	90	90	50	20	10	10	30	20	40	70	90	90
bn_ASV_000018	bp_ASV_000289	55	45.8333333333333	90	80	60	10	10	10	10	10	60	50	90	70
bn_ASV_000018	en_ASV_00053	63	52.5	100	100	80	10	20	20	30	0	10	80	80	100
bn_ASV_000018	en_ASV_00093	83	69.1666666666667	100	90	80	20	30	50	50	60	70	80	100	100
bn_ASV_000018	en_ASV_00103	67	55.8333333333333	100	90	60	10	20	0	40	40	50	80	90	90
bn_ASV_000018	en_ASV_00153	79	65.8333333333333	100	100	90	20	30	40	40	40	70	80	90	90
bn_ASV_000018	en_ASV_00168	72	60	90	90	80	20	30	30	20	40	40	80	100	100
bn_ASV_000018	en_ASV_00214	74	61.6666666666667	90	90	60	20	20	50	30	40	60	80	100	100
bn_ASV_000018	en_ASV_00247	67	55.8333333333333	90	80	70	10	0	20	50	40	60	80	80	90
bn_ASV_000018	en_ASV_00365	70	58.3333333333333	90	70	70	10	20	40	40	40	60	80	80	100
bn_ASV_000018	en_ASV_00397	61	50.8333333333333	100	70	70	10	10	20	20	0	50	80	90	90
bn_ASV_000018	en_ASV_00402	72	60	100	80	80	10	10	50	50	30	50	70	100	90
bn_ASV_000018	en_ASV_00426	52	43.3333333333333	80	30	10	0	0	0	40	50	50	70	100	90
bn_ASV_000018	en_ASV_00456	46	38.3333333333333	60	60	40	0	0	0	40	30	20	70	70	70
bn_ASV_000018	en_ASV_00472	68	56.6666666666667	100	100	80	10	30	30	0	40	40	60	90	100
bn_ASV_000018	en_ASV_00547	55	45.8333333333333	90	70	60	10	20	40	0	0	10	50	100	100
bn_ASV_000018	en_ASV_00570	50	41.6666666666667	100	90	80	10	0	0	0	0	0	40	80	100
bn_ASV_000018	en_ASV_00618	54	45	50	60	40	0	0	20	30	40	40	80	90	90
bn_ASV_000018	en_ASV_00953	62	51.6666666666667	100	70	20	10	20	40	20	10	60	70	100	100
bn_ASV_000018	en_ASV_00993	53	44.1666666666667	80	60	10	0	30	20	30	40	40	60	80	80
bn_ASV_000018	ep_ASV_00004	60	50	80	80	60	10	20	20	10	50	30	60	90	90
bn_ASV_000020	en_ASV_00183	81	67.5	90	60	70	40	30	30	50	70	80	100	100	90
bn_ASV_000023	bn_ASV_000265	80	66.6666666666667	90	80	80	50	80	70	20	0	60	90	80	100
bn_ASV_000025	bn_ASV_000001	84	70	60	30	30	30	40	90	100	90	100	100	100	70
bn_ASV_000025	bn_ASV_000020	74	61.6666666666667	60	30	30	30	20	50	70	80	100	100	100	70
bn_ASV_000025	bn_ASV_000069	45	37.5	0	10	0	0	0	50	90	90	100	60	40	10
bn_ASV_000025	bn_ASV_000079	65	54.1666666666667	60	0	0	30	20	40	100	80	80	90	80	70
bn_ASV_000025	bn_ASV_000245	48	40	0	0	0	0	0	10	80	90	100	100	70	30
bn_ASV_000025	bp_ASV_000062	45	37.5	0	0	0	0	10	20	90	90	90	90	50	10
bn_ASV_000025	bp_ASV_000163	57	47.5	30	20	10	0	10	20	60	90	90	90	90	60
bn_ASV_000025	bp_ASV_000214	50	41.6666666666667	40	20	10	0	0	20	70	70	80	70	80	40
bn_ASV_000025	bp_ASV_000219	48	40	10	0	0	0	20	60	70	80	80	80	50	30
bn_ASV_000025	en_ASV_00059	50	41.6666666666667	10	0	0	0	20	90	100	90	70	70	50	0
bn_ASV_000025	en_ASV_00097	68	56.6666666666667	20	30	10	30	40	80	60	80	90	100	80	60
bn_ASV_000025	en_ASV_00161	52	43.3333333333333	40	30	0	0	0	0	30	80	90	100	100	50
bn_ASV_000025	en_ASV_00207	43	35.8333333333333	0	0	0	0	20	50	80	60	70	90	50	10
bn_ASV_000025	en_ASV_00498	46	38.3333333333333	30	0	0	0	10	40	80	70	60	80	60	30
bn_ASV_000025	en_ASV_00530	46	38.3333333333333	20	30	0	0	20	30	50	60	60	70	80	40
bn_ASV_000026	bn_ASV_000010	95	79.1666666666667	90	90	100	80	70	70	80	50	70	70	90	90
bn_ASV_000026	bn_ASV_000078	70	58.3333333333333	90	90	100	60	70	60	20	0	10	20	90	90
bn_ASV_000026	bn_ASV_000088	75	62.5	100	90	100	70	30	40	10	30	40	60	90	90
bn_ASV_000026	bn_ASV_000102	71	59.1666666666667	100	80	100	70	30	60	30	10	20	30	90	90
bn_ASV_000026	bn_ASV_000115	75	62.5	70	80	60	50	50	70	60	40	50	60	80	80
bn_ASV_000026	bn_ASV_000133	85	70.8333333333333	90	90	90	80	50	50	50	50	50	70	90	90
bn_ASV_000026	bn_ASV_000146	75	62.5	80	80	60	30	50	60	60	50	40	60	90	90
bn_ASV_000026	bn_ASV_000151	69	57.5	90	90	80	80	70	60	10	0	10	30	80	90
bn_ASV_000026	bn_ASV_000155	81	67.5	90	80	100	80	50	70	70	10	30	60	90	80
bn_ASV_000026	bn_ASV_000184	70	58.3333333333333	90	90	70	60	40	70	50	0	20	30	90	90
bn_ASV_000026	bn_ASV_000193	51	42.5	100	90	90	50	0	0	0	0	0	0	90	90
bn_ASV_000026	bn_ASV_000230	53	44.1666666666667	90	90	100	50	30	0	0	0	0	0	80	90
bn_ASV_000026	bn_ASV_000244	54	45	100	90	100	10	0	0	0	30	10	40	80	80
bn_ASV_000026	bn_ASV_000331	56	46.6666666666667	100	70	90	10	10	40	30	0	0	50	80	80
bn_ASV_000026	bp_ASV_000059	60	50	100	90	100	60	20	0	10	0	20	30	80	90
bn_ASV_000026	bp_ASV_000080	66	55	90	80	80	50	40	20	30	0	40	70	80	80
bn_ASV_000026	bp_ASV_000102	55	45.8333333333333	100	90	80	40	10	20	0	0	10	40	80	80
bn_ASV_000026	en_ASV_00053	63	52.5	100	90	90	30	40	20	30	0	0	70	70	90
bn_ASV_000026	en_ASV_00092	62	51.6666666666667	100	90	100	70	40	30	0	0	20	10	70	90
bn_ASV_000026	en_ASV_00112	70	58.3333333333333	100	80	90	80	50	60	40	0	0	30	90	80
bn_ASV_000026	en_ASV_00472	70	58.3333333333333	100	90	80	60	50	30	0	30	30	60	80	90
bn_ASV_000026	en_ASV_00547	58	48.3333333333333	100	70	80	40	30	40	0	0	0	40	90	90
bn_ASV_000026	en_ASV_00636	52	43.3333333333333	100	90	90	20	10	0	0	0	10	50	70	80
bn_ASV_000026	en_ASV_00983	51	42.5	100	80	100	20	10	0	10	10	0	20	80	80
bn_ASV_000026	en_ASV_01063	52	43.3333333333333	90	70	80	60	20	40	0	0	0	10	70	80
bn_ASV_000026	ep_ASV_00037	68	56.6666666666667	100	90	80	40	10	40	40	10	40	60	80	90
bn_ASV_000028	bn_ASV_000054	58	48.3333333333333	0	0	0	30	30	90	80	90	70	90	70	30
bn_ASV_000028	bn_ASV_000064	47	39.1666666666667	0	0	0	30	90	80	80	60	70	10	40	10
bn_ASV_000028	bn_ASV_000143	38	31.6666666666667	0	0	0	0	70	90	70	60	40	50	0	0
bn_ASV_000028	bn_ASV_000156	54	45	0	0	0	20	60	80	70	80	80	80	50	20
bn_ASV_000028	bp_ASV_000156	46	38.3333333333333	0	0	0	0	40	90	80	70	70	70	40	0
bn_ASV_000028	en_ASV_00031	59	49.1666666666667	0	0	0	40	90	90	80	70	60	70	70	20
bn_ASV_000028	en_ASV_00248	44	36.6666666666667	0	0	0	30	70	60	80	80	50	70	0	0
bn_ASV_000028	en_ASV_00327	45	37.5	0	0	0	0	80	80	90	90	50	60	0	0
bn_ASV_000028	en_ASV_00815	43	35.8333333333333	0	0	0	30	20	30	60	70	80	60	50	30
bn_ASV_000028	ep_ASV_00288	42	35	0	0	0	0	50	70	70	70	60	80	20	0
bn_ASV_000031	bn_ASV_000007	81	67.5	70	70	60	30	70	80	60	70	70	70	80	80
bn_ASV_000031	bn_ASV_000012	90	75	70	60	50	40	90	90	70	90	80	90	80	90
bn_ASV_000031	bn_ASV_000025	74	61.6666666666667	60	30	30	30	40	80	70	90	80	90	80	60
bn_ASV_000031	bn_ASV_000505	48	40	10	40	20	20	60	0	50	70	70	50	40	50
