Sample	num_nodes	num_edges	edge_density	num_pos_edges	portion_pos_edges	num_neg_edges	portion_neg_edges	average_pos_association_strength	average_neg_association_strength	transitivity_global_clusering_coef	transitivity_ave_clustering_coef_mean_local	ave_path_length	diameter	mean_degree	degreecentralization	assortativity_nominal_EukProk	assortativity_nominal_Sizefraction	assortativity_degree	ave_node_betweenness	ave_edge_betweenness	betweennesscentralization	ave_closeness	closenesscentralization	closenesscentralization_disconnected_graphs	closenesscentralization_disconnected_graphs_normalized	count_nano	count_pico	count_euk	count_bac	count_en	count_ep	count_bn	count_bp	fraction_nano	fraction_pico	fraction_euk	fraction_bac	fraction_en	fraction_ep	fraction_bn	fraction_bp
BL0401	362	10309	0.15777230222984	10251	0.994373848093899	58	0.00562615190610146	0.617951318993269	-0.580981551724138	0.616582709626217	0.639999158214779	2.41735603695239	9	56.9558011049724	0.335302490013927	0.0911969058118896	0.24325495622632	0.0819665748723059	243.276243093923	14.5697933844214	0.071053592558106	0.000238223908782737	0.0157463259144858	173.546356222047	0.480737828869936	211	151	155	207	82	73	129	78	58.2872928176796	41.7127071823204	42.8176795580111	57.182320441989	22.6519337016575	20.1657458563536	35.6353591160221	21.5469613259669
BL0402	302	7536	0.165804932784757	7481	0.9927016985138	55	0.00729830148619958	0.611740924074322	-0.557917872727273	0.642494893896909	0.658137537700367	2.35132633425085	9	49.9072847682119	0.352467492464412	0.0773121293798727	0.247984835356977	0.110517386913102	183.695364238411	12.8090498938429	0.0366878964308384	0.0001834121363344	0.0101568905592349	140.619357721013	0.467173945916988	146	156	122	180	72	50	74	106	48.3443708609272	51.6556291390728	40.3973509933775	59.6026490066225	23.841059602649	16.5562913907285	24.5033112582781	35.0993377483444
BL0403	381	10330	0.142699267854676	10244	0.991674733785092	86	0.00832526621490804	0.614361577996876	-0.567054976744186	0.640285677791758	0.630120659639475	2.5357219777853	9	54.2257217847769	0.320458626882166	0.0945674376980789	0.254211577877619	0.125066875102816	262.007874015748	15.9561471442401	0.0443135573374816	0.000111502080804736	0.00742002379234734	166.574823980336	0.438354799948252	239	142	159	222	96	63	143	79	62.7296587926509	37.2703412073491	41.7322834645669	58.2677165354331	25.1968503937008	16.5354330708661	37.5328083989501	20.7349081364829
BL0404	254	3661	0.113939808907286	3625	0.990166621141765	36	0.00983337885823546	0.600958657931035	-0.554635027777778	0.605706742952807	0.582795873786492	3.00910475785595	11	28.8267716535433	0.301079953938564	0.182178698734772	0.323704231787791	0.185913829120958	223.271653543307	23.2007648183556	0.0895745505337373	0.000197577764996805	0.01196903172085	97.2307660406086	0.384311328223749	155	99	134	120	74	60	81	39	61.0236220472441	38.9763779527559	52.755905511811	47.244094488189	29.1338582677165	23.6220472440945	31.8897637795276	15.3543307086614
BL0405	195	833	0.0440391223896378	770	0.92436974789916	63	0.0756302521008403	0.585465068831169	-0.569285936507936	0.388167748377434	0.510493110082357	3.50825256975037	11	8.54358974358974	0.146682527094898	0.386090888266988	0.489708404802744	0.150783500846523	218.989743589744	71.702280912365	0.139443732076394	0.000367929270282965	0.0204259109397585	60.3230014430014	0.310943306407224	103	92	70	125	53	17	50	75	52.8205128205128	47.1794871794872	35.8974358974359	64.1025641025641	27.1794871794872	8.71794871794872	25.6410256410256	38.4615384615385
BL0406	179	936	0.0587533739250518	883	0.943376068376068	53	0.0566239316239316	0.590850768969422	-0.551178566037736	0.46580547112462	0.466526551644051	3.28903541567534	10	10.4581005586592	0.216527524951353	0.299300336874838	0.449672270763019	0.300390734430501	188.122905027933	51.6933760683761	0.118337947860007	0.000533196352407971	0.030462331043169	60.878872927197	0.342016140040432	87	92	81	98	48	33	39	59	48.6033519553073	51.3966480446927	45.2513966480447	54.7486033519553	26.8156424581006	18.4357541899441	21.7877094972067	32.9608938547486
BL0407	218	1351	0.0571174903817698	1326	0.981495188749075	25	0.0185048112509252	0.584697583710407	-0.54719428	0.433535772478151	0.47807171560792	3.2140642989992	9	12.394495412844	0.22398850040164	0.303951435867569	0.512149380300065	0.245384443024314	229.348623853211	53.7231680236862	0.0995107121763819	0.000556172665420691	0.0433230568399177	77.6600589777195	0.357880456118523	103	115	109	109	60	49	43	66	47.2477064220183	52.7522935779816	50	50	27.5229357798165	22.4770642201835	19.7247706422018	30.2752293577982
BL0408	205	1155	0.0552367288378766	1118	0.967965367965368	37	0.032034632034632	0.585096002683363	-0.550158513513514	0.43714251903278	0.477763970507065	3.223044397463	9	11.2682926829268	0.204567192730751	0.343700820796025	0.49730610019442	0.26494444975541	205.170731707317	52.7965367965368	0.106681877228713	0.000357564658675454	0.019775679241228	68.9765660085172	0.338120421610379	100	105	113	92	60	53	40	52	48.780487804878	51.219512195122	55.1219512195122	44.8780487804878	29.2682926829268	25.8536585365854	19.5121951219512	25.3658536585366
BL0409	280	1886	0.0482846902201741	1835	0.972958642629905	51	0.0270413573700954	0.582589314986376	-0.544188196078431	0.463030248991329	0.510660948514225	3.1171049875834	7	13.4714285714286	0.130926779313876	0.28613556396953	0.485652082586258	0.139549408993683	252.714285714286	55.2401908801697	0.113930600656149	0.000139393796332223	0.00844111514573029	89.44	0.320573476702509	119	161	141	139	62	79	57	82	42.5	57.5	50.3571428571429	49.6428571428571	22.1428571428571	28.2142857142857	20.3571428571429	29.2857142857143
BL0410	415	4597	0.0535126011291543	4481	0.974766151838155	116	0.0252338481618447	0.587286022316447	-0.554318155172414	0.538299177457605	0.526732863743085	3.13444342059156	8	22.1542168674699	0.173540538967464	0.19764752570511	0.420518550350953	0.362907321677451	396.29156626506	52.5368718729606	0.0743432484093643	9.17700445854145e-05	0.00678930241170464	139.652696500287	0.337325353865427	207	208	188	227	105	83	102	125	49.8795180722892	50.1204819277108	45.3012048192771	54.6987951807229	25.3012048192771	20	24.578313253012	30.1204819277108
BL0411	404	6044	0.0742451416357517	5943	0.983289212442091	101	0.0167107875579087	0.605545487800774	-0.557021831683168	0.603513092915612	0.576925576187667	3.00503633455851	8	29.9207920792079	0.248335503525539	0.130859936727064	0.291246641712937	0.343511209001563	353.769801980198	35.4409331568498	0.0636933060054675	8.0826375880598e-05	0.00605268599446513	141.386026638378	0.350833812998457	170	234	192	212	96	96	74	138	42.0792079207921	57.9207920792079	47.5247524752475	52.4752475247525	23.7623762376238	23.7623762376238	18.3168316831683	34.1584158415842
BL0412	357	8925	0.140449438202247	8840	0.990476190476191	85	0.00952380952380952	0.61284405	-0.559212564705882	0.632708895211882	0.62419792973077	2.5286836935167	7	50	0.337078651685393	0.0843114268806963	0.263621137264157	0.200162543057123	261.546218487395	17.3055462184874	0.059855666685143	0.000290979710377453	0.0208229105884163	163.636627984527	0.459653449394739	181	176	162	195	80	82	101	94	50.7002801120448	49.2997198879552	45.3781512605042	54.6218487394958	22.4089635854342	22.96918767507	28.2913165266106	26.3305322128852
