Source	Target	LS	Xs	Len	MutualInformation	percentage_co_occurrence	intersection	union	J
bn_ASV_000006	bn_ASV_000096	0.628129	5	116	0.527473	72.173913	83	115	0.721739130434783
bn_ASV_000006	bn_ASV_000115	0.51254	3	118	0.601126	66.666667	76	114	0.666666666666667
bn_ASV_000006	bn_ASV_000125	0.487174	1	120	0.534067	75.438596	86	114	0.754385964912281
bn_ASV_000006	bn_ASV_000133	0.577359	1	120	0.506611	74.561404	85	114	0.745614035087719
bn_ASV_000006	bn_ASV_000146	0.5106	5	116	0.456711	71.052632	81	114	0.710526315789474
bn_ASV_000006	bn_ASV_000184	0.486475	1	120	0.526059	61.403509	70	114	0.614035087719298
bn_ASV_000006	bn_ASV_000221	0.518219	5	116	0.547165	64.912281	74	114	0.649122807017544
bn_ASV_000006	bn_ASV_000240	0.541715	5	115	0.482084	66.666667	76	114	0.666666666666667
bn_ASV_000006	bn_ASV_000256	0.494462	5	116	0.447213	56.140351	64	114	0.56140350877193
bn_ASV_000007	bn_ASV_000010	0.590162	1	120	0.60202	92.173913	106	115	0.921739130434783
bn_ASV_000007	bn_ASV_000025	-0.515199	2	119	0.370162	64.705882	77	119	0.647058823529412
bn_ASV_000007	bn_ASV_000026	0.814191	1	120	0.780531	87.272727	96	110	0.872727272727273
bn_ASV_000007	bn_ASV_000032	0.667014	2	119	0.530008	90.265487	102	113	0.902654867256637
bn_ASV_000007	bn_ASV_000072	0.571844	1	119	0.430154	56.756757	63	111	0.567567567567568
bn_ASV_000007	bn_ASV_000102	0.539167	1	120	0.500515	66.964286	75	112	0.669642857142857
bn_ASV_000007	bn_ASV_000115	0.641796	4	117	0.676915	69.090909	76	110	0.690909090909091
bn_ASV_000007	bn_ASV_000133	0.689151	1	120	0.616939	77.272727	85	110	0.772727272727273
bn_ASV_000007	bn_ASV_000146	0.507248	5	116	0.537171	72.072072	80	111	0.720720720720721
bn_ASV_000007	bn_ASV_000151	0.550394	1	120	0.451625	64.285714	72	112	0.642857142857143
bn_ASV_000007	bn_ASV_000155	0.6254	1	120	0.546173	81.818182	90	110	0.818181818181818
bn_ASV_000007	bn_ASV_000184	0.719584	1	120	0.60599	63.636364	70	110	0.636363636363636
bn_ASV_000008	bn_ASV_000007	0.926392	1	120	1.229498	98.198198	109	111	0.981981981981982
bn_ASV_000008	bn_ASV_000010	0.663841	1	120	0.708245	92.173913	106	115	0.921739130434783
bn_ASV_000008	bn_ASV_000026	0.799739	1	120	0.831412	87.272727	96	110	0.872727272727273
bn_ASV_000008	bn_ASV_000032	0.642151	2	119	0.557706	91.964286	103	112	0.919642857142857
bn_ASV_000008	bn_ASV_000037	0.579266	1	120	0.54253	69.090909	76	110	0.690909090909091
bn_ASV_000008	bn_ASV_000059	0.565024	1	120	0.487378	62.727273	69	110	0.627272727272727
bn_ASV_000008	bn_ASV_000080	0.665864	1	120	0.60384	61.818182	68	110	0.618181818181818
bn_ASV_000008	bn_ASV_000092	0.758812	1	120	0.718209	74.545455	82	110	0.745454545454545
bn_ASV_000008	bn_ASV_000102	0.578798	1	120	0.484042	66.964286	75	112	0.669642857142857
bn_ASV_000008	bn_ASV_000115	0.681939	3	118	0.631391	69.090909	76	110	0.690909090909091
bn_ASV_000008	bn_ASV_000124	0.513767	1	120	0.355899	66.666667	74	111	0.666666666666667
bn_ASV_000008	bn_ASV_000125	0.656892	1	120	0.67796	78.181818	86	110	0.781818181818182
bn_ASV_000008	bn_ASV_000133	0.7184	1	120	0.634873	77.272727	85	110	0.772727272727273
bn_ASV_000008	bn_ASV_000146	0.586577	5	116	0.587402	70.535714	79	112	0.705357142857143
bn_ASV_000008	bn_ASV_000151	0.509836	1	120	0.50913	65.765766	73	111	0.657657657657658
bn_ASV_000008	bn_ASV_000155	0.6365	1	120	0.602711	81.818182	90	110	0.818181818181818
bn_ASV_000008	bn_ASV_000184	0.715265	1	120	0.644974	63.636364	70	110	0.636363636363636
bn_ASV_000008	bn_ASV_000221	0.586797	1	120	0.620821	65.765766	73	111	0.657657657657658
bn_ASV_000008	bn_ASV_000240	0.654266	5	115	0.536969	69.090909	76	110	0.690909090909091
bn_ASV_000008	bn_ASV_000331	0.523418	1	118	0.318845	51.351351	57	111	0.513513513513513
bn_ASV_000008	en_ASV_00472	0.501536	1	120	0.397564	66.964286	75	112	0.669642857142857
bn_ASV_000009	ep_ASV_00032	0.558176	3	118	0.324947	55.454545	61	110	0.554545454545455
bn_ASV_000010	bn_ASV_000133	0.495781	1	120	0.499815	76.576577	85	111	0.765765765765766
bn_ASV_000012	bn_ASV_000001	0.863577	1	120	0.95913	93.913043	108	115	0.939130434782609
bn_ASV_000012	bn_ASV_000007	-0.486098	1	119	0.4284	81.666667	98	120	0.816666666666667
bn_ASV_000012	bn_ASV_000017	-0.74387	1	120	0.42363	52.5	63	120	0.525
bn_ASV_000012	bn_ASV_000020	0.490654	1	113	0.54775	82.882883	92	111	0.828828828828829
bn_ASV_000012	bn_ASV_000025	0.855219	2	118	0.774018	79.62963	86	108	0.796296296296296
bn_ASV_000012	bn_ASV_000032	-0.492338	2	118	0.379335	77.5	93	120	0.775
bn_ASV_000012	bn_ASV_000036	-0.679528	1	120	0.422773	61.666667	74	120	0.616666666666667
bn_ASV_000012	bn_ASV_000037	-0.556054	1	118	0.403634	54.621849	65	119	0.546218487394958
bn_ASV_000012	bn_ASV_000038	-0.657924	1	120	0.407382	64.166667	77	120	0.641666666666667
bn_ASV_000012	bn_ASV_000062	0.511684	1	108	0.434919	50.925926	55	108	0.509259259259259
bn_ASV_000012	bn_ASV_000078	-0.573421	1	118	0.341473	56.779661	67	118	0.567796610169492
bn_ASV_000012	bn_ASV_000079	0.687294	1	120	0.684446	62.962963	68	108	0.62962962962963
bn_ASV_000012	bn_ASV_000089	-0.582007	1	118	0.350327	53.781513	64	119	0.53781512605042
bn_ASV_000012	bn_ASV_000124	-0.6148	1	119	0.361022	53.781513	64	119	0.53781512605042
bn_ASV_000012	bn_ASV_000129	-0.4977	1	120	0.275943	62.5	75	120	0.625
bn_ASV_000012	bn_ASV_000151	-0.55844	1	119	0.40817	52.941176	63	119	0.529411764705882
bn_ASV_000012	bp_ASV_000001	0.584912	1	120	0.53965	88.288288	98	111	0.882882882882883
bn_ASV_000012	bp_ASV_000012	0.646327	1	120	0.598548	85.454545	94	110	0.854545454545454
bn_ASV_000012	bp_ASV_000219	0.506947	24	97	0.454623	55.045872	60	109	0.55045871559633
bn_ASV_000015	bn_ASV_000028	0.626596	1	120	0.367371	63.636364	70	110	0.636363636363636
bn_ASV_000015	bn_ASV_000037	-0.52761	1	102	0.445341	55	66	120	0.55
bn_ASV_000015	bn_ASV_000054	0.534993	1	120	0.58032	58.181818	64	110	0.581818181818182
bn_ASV_000015	bn_ASV_000075	0.502008	5	116	0.308668	66.666667	76	114	0.666666666666667
bn_ASV_000015	bn_ASV_000077	0.663264	1	120	0.483406	60.36036	67	111	0.603603603603604
bn_ASV_000015	bn_ASV_000080	-0.535109	1	101	0.395588	53.448276	62	116	0.53448275862069
bn_ASV_000015	bn_ASV_000088	-0.620218	1	114	0.388577	63.333333	76	120	0.633333333333333
bn_ASV_000015	bn_ASV_000102	-0.500446	1	102	0.337455	57.142857	68	119	0.571428571428571
bn_ASV_000015	bn_ASV_000125	-0.482717	1	102	0.451363	64.705882	77	119	0.647058823529412
bn_ASV_000015	bn_ASV_000156	0.531822	1	115	0.500851	52.727273	58	110	0.527272727272727
bn_ASV_000015	bn_ASV_000178	0.628891	1	114	0.396197	56.363636	62	110	0.563636363636364
bn_ASV_000015	bp_ASV_000063	0.522601	1	114	0.394272	57.657658	64	111	0.576576576576577
bn_ASV_000015	bp_ASV_000077	0.527874	1	112	0.379718	63.392857	71	112	0.633928571428571
bn_ASV_000015	bp_ASV_000080	-0.542147	12	103	0.357575	60	72	120	0.6
bn_ASV_000015	bp_ASV_000088	-0.6027	1	114	0.359267	55	66	120	0.55
bn_ASV_000015	en_ASV_00031	0.534926	1	116	0.222316	75.675676	84	111	0.756756756756757
bn_ASV_000015	en_ASV_00053	-0.595848	1	114	0.346257	50.833333	61	120	0.508333333333333
bn_ASV_000015	en_ASV_00102	0.516396	1	117	0.268383	59.459459	66	111	0.594594594594595
bn_ASV_000015	en_ASV_00206	-0.528753	1	114	0.288703	55.833333	67	120	0.558333333333333
bn_ASV_000015	en_ASV_00472	-0.496773	1	110	0.280925	55.833333	67	120	0.558333333333333
bn_ASV_000015	ep_ASV_00001	-0.483756	1	112	0.299662	66.386555	79	119	0.663865546218487
bn_ASV_000015	ep_ASV_00009	0.529227	1	112	0.366144	62.727273	69	110	0.627272727272727
bn_ASV_000015	ep_ASV_00037	-0.568921	1	114	0.389884	60.504202	72	119	0.605042016806723
bn_ASV_000017	bn_ASV_000001	-0.828945	1	120	0.491647	58.333333	70	120	0.583333333333333
bn_ASV_000017	bn_ASV_000007	0.48839	1	119	0.328334	63.716814	72	113	0.63716814159292
bn_ASV_000017	bn_ASV_000026	0.512744	1	118	0.376554	64.423077	67	104	0.644230769230769
bn_ASV_000017	bn_ASV_000036	0.731271	1	120	0.534294	67.708333	65	96	0.677083333333333
bn_ASV_000017	bn_ASV_000037	0.639377	1	118	0.503858	73.563218	64	87	0.735632183908046
bn_ASV_000017	bn_ASV_000072	0.717865	1	120	0.543332	69.512195	57	82	0.695121951219512
bn_ASV_000017	bn_ASV_000073	0.484049	1	118	0.407116	72.151899	57	79	0.721518987341772
bn_ASV_000017	bn_ASV_000078	0.754357	1	118	0.501855	72.727273	64	88	0.727272727272727
bn_ASV_000017	bn_ASV_000089	0.682958	1	118	0.527504	76.470588	65	85	0.764705882352941
bn_ASV_000017	bn_ASV_000104	0.536142	1	120	0.249703	59.782609	55	92	0.597826086956522
bn_ASV_000017	bn_ASV_000129	0.539876	1	120	0.226928	68.75	66	96	0.6875
bn_ASV_000017	bn_ASV_000151	0.658011	1	119	0.566385	75.294118	64	85	0.752941176470588
bn_ASV_000017	bn_ASV_000184	0.492111	1	118	0.378959	61.111111	55	90	0.611111111111111
bn_ASV_000017	bn_ASV_000197	0.587351	1	120	0.382048	53.846154	42	78	0.538461538461538
bn_ASV_000017	bn_ASV_000230	0.573438	1	118	0.419259	65.384615	51	78	0.653846153846154
bn_ASV_000017	bn_ASV_000239	0.669468	1	118	0.411891	65.822785	52	79	0.658227848101266
bn_ASV_000017	bn_ASV_000302	0.550501	1	120	0.374188	52.631579	40	76	0.526315789473684
bn_ASV_000017	bn_ASV_000308	0.483073	1	118	0.367477	58.227848	46	79	0.582278481012658
bn_ASV_000017	bn_ASV_000398	0.586315	3	117	0.418894	54.545455	42	77	0.545454545454545
bn_ASV_000017	bn_ASV_000475	0.659089	1	118	0.513774	66.666667	52	78	0.666666666666667
bn_ASV_000017	bp_ASV_000017	0.689287	1	120	0.592145	71.428571	60	84	0.714285714285714
bn_ASV_000017	bp_ASV_000036	0.531837	1	120	0.416991	59.047619	62	105	0.59047619047619
bn_ASV_000017	bp_ASV_000059	0.583365	1	119	0.478437	70.588235	60	85	0.705882352941177
bn_ASV_000017	bp_ASV_000210	0.500413	1	118	0.342858	65.822785	52	79	0.658227848101266
bn_ASV_000017	bp_ASV_000239	0.503057	2	117	0.374403	55.696203	44	79	0.556962025316456
bn_ASV_000017	bp_ASV_000398	0.509228	1	119	0.270963	57.142857	44	77	0.571428571428571
bn_ASV_000017	en_ASV_00016	0.638823	1	119	0.38577	70.37037	57	81	0.703703703703704
bn_ASV_000017	en_ASV_00092	0.58323	1	119	0.362195	69.411765	59	85	0.694117647058824
bn_ASV_000017	en_ASV_00112	0.551162	1	119	0.259322	69.230769	63	91	0.692307692307692
bn_ASV_000017	en_ASV_00366	0.552352	1	119	0.439997	67.105263	51	76	0.671052631578947
bn_ASV_000017	en_ASV_01063	0.512451	1	119	0.433182	62.5	50	80	0.625
bn_ASV_000017	ep_ASV_00040	0.517817	1	120	0.307786	53.846154	42	78	0.538461538461538
bn_ASV_000018	bn_ASV_000006	0.485148	5	116	0.54192	73.913043	85	115	0.739130434782609
bn_ASV_000018	bn_ASV_000010	0.517379	5	116	0.592322	75.892857	85	112	0.758928571428571
bn_ASV_000018	bn_ASV_000020	0.53084	2	115	0.55399	81	81	100	0.81
bn_ASV_000018	bn_ASV_000067	0.484363	1	120	0.441657	56.521739	52	92	0.565217391304348
bn_ASV_000018	bn_ASV_000080	0.606585	1	120	0.565601	71.111111	64	90	0.711111111111111
bn_ASV_000018	bn_ASV_000091	0.628924	1	120	0.63737	80.208333	77	96	0.802083333333333
bn_ASV_000018	bn_ASV_000092	0.538305	1	120	0.512209	75	72	96	0.75
bn_ASV_000018	bn_ASV_000102	0.515075	1	120	0.608176	71.578947	68	95	0.715789473684211
bn_ASV_000018	bn_ASV_000113	0.614681	1	120	0.61371	55.813953	48	86	0.558139534883721
bn_ASV_000018	bn_ASV_000133	0.495024	1	120	0.488594	76.28866	74	97	0.762886597938144
bn_ASV_000018	bn_ASV_000134	0.58114	2	115	0.473538	56.179775	50	89	0.561797752808989
bn_ASV_000018	bn_ASV_000135	0.508481	1	120	0.62166	51.162791	44	86	0.511627906976744
bn_ASV_000018	bn_ASV_000141	0.547154	2	115	0.45288	53.846154	49	91	0.538461538461538
bn_ASV_000018	bn_ASV_000146	0.568183	1	120	0.527602	75.789474	72	95	0.757894736842105
bn_ASV_000018	bn_ASV_000179	0.726275	2	119	0.46769	73.626374	67	91	0.736263736263736
bn_ASV_000018	bn_ASV_000213	0.501893	1	120	0.54039	52.272727	46	88	0.522727272727273
bn_ASV_000018	bn_ASV_000221	0.79629	1	120	0.822097	81.818182	72	88	0.818181818181818
bn_ASV_000018	bn_ASV_000240	0.498376	1	119	0.471944	68.75	66	96	0.6875
bn_ASV_000018	bn_ASV_000256	0.700251	1	120	0.702162	68.539326	61	89	0.685393258426966
bn_ASV_000018	bn_ASV_000289	0.724599	1	120	0.579231	73.563218	64	87	0.735632183908046
bn_ASV_000018	bn_ASV_000331	0.548399	1	120	0.367628	63.636364	56	88	0.636363636363636
bn_ASV_000018	bn_ASV_000375	0.612787	2	117	0.531228	58.139535	50	86	0.581395348837209
bn_ASV_000018	bn_ASV_000380	0.519218	2	119	0.491821	50.574713	44	87	0.505747126436782
bn_ASV_000018	bp_ASV_000024	0.53791	1	101	0.608795	73.214286	82	112	0.732142857142857
bn_ASV_000018	bp_ASV_000041	0.632859	1	120	0.611614	70.27027	78	111	0.702702702702703
bn_ASV_000018	bp_ASV_000080	0.515402	1	120	0.469352	66.336634	67	101	0.663366336633663
bn_ASV_000018	bp_ASV_000113	0.600572	1	120	0.472679	52.272727	46	88	0.522727272727273
bn_ASV_000018	bp_ASV_000170	0.485037	1	120	0.571676	54.022989	47	87	0.540229885057471
bn_ASV_000018	bp_ASV_000221	0.606898	1	120	0.582126	66.304348	61	92	0.66304347826087
bn_ASV_000018	bp_ASV_000289	0.566206	1	120	0.466571	58.510638	55	94	0.585106382978723
bn_ASV_000018	en_ASV_00053	0.553654	1	120	0.579021	67.021277	63	94	0.670212765957447
bn_ASV_000018	en_ASV_00093	0.596408	1	120	0.482678	77.570093	83	107	0.775700934579439
bn_ASV_000018	en_ASV_00103	0.531249	1	116	0.439376	71.134021	69	97	0.711340206185567
bn_ASV_000018	en_ASV_00153	0.545136	1	117	0.415336	75	81	108	0.75
bn_ASV_000018	en_ASV_00168	0.502299	5	116	0.479234	75.757576	75	99	0.757575757575758
bn_ASV_000018	en_ASV_00214	0.554196	2	119	0.480988	74.257426	75	101	0.742574257425743
bn_ASV_000018	en_ASV_00247	0.610587	6	111	0.461833	74.226804	72	97	0.742268041237113
bn_ASV_000018	en_ASV_00365	0.49897	1	120	0.345598	68.627451	70	102	0.686274509803922
bn_ASV_000018	en_ASV_00397	0.511147	1	120	0.323252	63.541667	61	96	0.635416666666667
bn_ASV_000018	en_ASV_00402	0.560873	1	119	0.430608	74.226804	72	97	0.742268041237113
bn_ASV_000018	en_ASV_00426	0.566788	1	119	0.43533	57.142857	52	91	0.571428571428571
bn_ASV_000018	en_ASV_00456	0.482816	2	119	0.40612	51.111111	46	90	0.511111111111111
bn_ASV_000018	en_ASV_00472	0.575439	1	120	0.486032	71.578947	68	95	0.715789473684211
bn_ASV_000018	en_ASV_00547	0.505259	5	116	0.457474	62.365591	58	93	0.623655913978495
bn_ASV_000018	en_ASV_00570	0.497495	1	120	0.440327	57.471264	50	87	0.574712643678161
bn_ASV_000018	en_ASV_00618	0.630217	1	116	0.36965	62.222222	56	90	0.622222222222222
bn_ASV_000018	en_ASV_00953	0.590662	1	120	0.493577	66.666667	62	93	0.666666666666667
bn_ASV_000018	en_ASV_00993	0.567309	1	120	0.43531	58.888889	53	90	0.588888888888889
bn_ASV_000018	ep_ASV_00004	0.525942	11	106	0.283024	63.461538	66	104	0.634615384615385
bn_ASV_000020	en_ASV_00183	0.524673	2	118	0.445479	77.570093	83	107	0.775700934579439
bn_ASV_000023	bn_ASV_000265	0.509512	2	119	0.282164	71.681416	81	113	0.716814159292035
bn_ASV_000025	bn_ASV_000001	0.817627	2	118	0.704802	74.782609	86	115	0.747826086956522
bn_ASV_000025	bn_ASV_000020	0.558577	2	118	0.434367	72.380952	76	105	0.723809523809524
bn_ASV_000025	bn_ASV_000069	0.640756	2	117	0.447868	51.685393	46	89	0.51685393258427
bn_ASV_000025	bn_ASV_000079	0.752628	2	118	0.640089	75	66	88	0.75
bn_ASV_000025	bn_ASV_000245	0.668721	2	118	0.449502	55.05618	49	89	0.550561797752809
bn_ASV_000025	bp_ASV_000062	0.598462	2	118	0.507196	51.685393	46	89	0.51685393258427
bn_ASV_000025	bp_ASV_000163	0.644301	2	118	0.460937	61.702128	58	94	0.617021276595745
bn_ASV_000025	bp_ASV_000214	0.511373	23	97	0.375425	60.43956	55	91	0.604395604395604
bn_ASV_000025	bp_ASV_000219	0.590961	24	96	0.442061	63.333333	57	90	0.633333333333333
bn_ASV_000025	en_ASV_00059	0.682588	2	119	0.408417	56.818182	50	88	0.568181818181818
bn_ASV_000025	en_ASV_00097	0.554646	2	118	0.379357	69.69697	69	99	0.696969696969697
bn_ASV_000025	en_ASV_00161	0.68687	2	118	0.413214	60.91954	53	87	0.609195402298851
bn_ASV_000025	en_ASV_00207	0.538092	2	105	0.431163	50.561798	45	89	0.50561797752809
bn_ASV_000025	en_ASV_00498	0.489771	1	103	0.314848	52.272727	46	88	0.522727272727273
bn_ASV_000025	en_ASV_00530	0.53017	2	112	0.305302	52.272727	46	88	0.522727272727273
bn_ASV_000026	bn_ASV_000010	0.533473	1	120	0.624247	84.821429	95	112	0.848214285714286
bn_ASV_000026	bn_ASV_000078	0.55035	1	120	0.454601	67.961165	70	103	0.679611650485437
bn_ASV_000026	bn_ASV_000088	0.484022	1	120	0.451092	70.093458	75	107	0.700934579439252
bn_ASV_000026	bn_ASV_000102	0.715259	1	120	0.66213	69.607843	71	102	0.696078431372549
bn_ASV_000026	bn_ASV_000115	0.687139	4	117	0.631443	79.166667	76	96	0.791666666666667
bn_ASV_000026	bn_ASV_000133	0.743938	1	120	0.807871	88.541667	85	96	0.885416666666667
bn_ASV_000026	bn_ASV_000146	0.592247	5	116	0.48476	77	77	100	0.77
bn_ASV_000026	bn_ASV_000151	0.485965	1	120	0.429992	68.316832	69	101	0.683168316831683
bn_ASV_000026	bn_ASV_000155	0.58784	3	118	0.573246	78.846154	82	104	0.788461538461538
bn_ASV_000026	bn_ASV_000184	0.786263	1	120	0.760234	72.916667	70	96	0.729166666666667
bn_ASV_000026	bn_ASV_000193	0.736468	1	120	0.695938	52.57732	51	97	0.525773195876289
bn_ASV_000026	bn_ASV_000230	0.725113	1	120	0.762148	54.639175	53	97	0.54639175257732
bn_ASV_000026	bn_ASV_000244	0.507144	1	120	0.474182	54	54	100	0.54
bn_ASV_000026	bn_ASV_000331	0.615677	1	120	0.375629	57.142857	56	98	0.571428571428571
bn_ASV_000026	bp_ASV_000059	0.550104	1	120	0.573569	56.603774	60	106	0.566037735849057
bn_ASV_000026	bp_ASV_000080	0.496044	5	116	0.408775	63.302752	69	109	0.63302752293578
bn_ASV_000026	bp_ASV_000102	0.531678	1	120	0.490988	52.380952	55	105	0.523809523809524
bn_ASV_000026	en_ASV_00053	0.517401	1	120	0.464421	60.576923	63	104	0.605769230769231
bn_ASV_000026	en_ASV_00092	0.643566	1	120	0.518143	60.194175	62	103	0.601941747572815
bn_ASV_000026	en_ASV_00112	0.545312	1	120	0.29759	66.666667	70	105	0.666666666666667
bn_ASV_000026	en_ASV_00472	0.557331	1	120	0.481173	67.961165	70	103	0.679611650485437
bn_ASV_000026	en_ASV_00547	0.561425	1	120	0.488303	56.31068	58	103	0.563106796116505
bn_ASV_000026	en_ASV_00636	0.58465	1	120	0.446539	52	52	100	0.52
bn_ASV_000026	en_ASV_00983	0.59944	1	120	0.57255	51	51	100	0.51
bn_ASV_000026	en_ASV_01063	0.557488	1	120	0.457506	52.525253	52	99	0.525252525252525
bn_ASV_000026	ep_ASV_00037	0.583986	1	120	0.505462	62.385321	68	109	0.623853211009174
bn_ASV_000028	bn_ASV_000054	0.622997	1	120	0.483339	76.315789	58	76	0.763157894736842
bn_ASV_000028	bn_ASV_000064	0.650798	1	113	0.431731	65.333333	49	75	0.653333333333333
bn_ASV_000028	bn_ASV_000143	0.662126	1	120	0.35497	54.285714	38	70	0.542857142857143
bn_ASV_000028	bn_ASV_000156	0.649615	1	120	0.417771	72.972973	54	74	0.72972972972973
bn_ASV_000028	bp_ASV_000156	0.500568	1	112	0.308548	61.25	49	80	0.6125
bn_ASV_000028	en_ASV_00031	0.548349	1	115	0.149255	64.893617	61	94	0.648936170212766
bn_ASV_000028	en_ASV_00248	0.578881	1	112	0.459557	59.459459	44	74	0.594594594594595
bn_ASV_000028	en_ASV_00327	0.506419	1	120	0.264771	60	45	75	0.6
bn_ASV_000028	en_ASV_00815	0.526522	1	117	0.264673	57.333333	43	75	0.573333333333333
bn_ASV_000028	ep_ASV_00288	0.489629	1	113	0.315591	59.210526	45	76	0.592105263157895
bn_ASV_000031	bn_ASV_000007	-0.52103	12	108	0.337715	72.649573	85	117	0.726495726495726
bn_ASV_000031	bn_ASV_000012	0.653318	1	120	0.509403	81.818182	90	110	0.818181818181818
bn_ASV_000031	bn_ASV_000025	0.568729	2	118	0.359748	72.815534	75	103	0.728155339805825
bn_ASV_000031	bn_ASV_000505	0.547185	1	118	0.244228	52.173913	48	92	0.521739130434783
bn_ASV_000031	bp_ASV_000012	0.57737	1	120	0.360928	79.047619	83	105	0.79047619047619
bn_ASV_000031	ep_ASV_00051	0.493885	1	108	0.267712	66.666667	68	102	0.666666666666667
bn_ASV_000032	bn_ASV_000025	-0.508235	1	120	0.257753	60.504202	72	119	0.605042016806723
bn_ASV_000032	bn_ASV_000072	0.593596	2	118	0.431494	60.952381	64	105	0.60952380952381
bn_ASV_000032	bn_ASV_000151	0.596135	2	119	0.458938	70.47619	74	105	0.704761904761905
bn_ASV_000032	en_ASV_00179	0.486201	25	96	0.210609	83.928571	94	112	0.839285714285714
bn_ASV_000033	bn_ASV_000001	-0.618523	1	120	0.277842	63.333333	76	120	0.633333333333333
bn_ASV_000033	bn_ASV_000009	0.526111	5	115	0.338938	68.75	77	112	0.6875
bn_ASV_000033	bn_ASV_000017	0.69366	1	120	0.455734	62.5	60	96	0.625
bn_ASV_000033	bn_ASV_000020	-0.514754	1	120	0.267148	51.724138	60	116	0.517241379310345
bn_ASV_000033	bn_ASV_000036	0.731526	1	120	0.513648	75.789474	72	95	0.757894736842105
bn_ASV_000033	bn_ASV_000072	0.647576	1	105	0.445397	64.772727	57	88	0.647727272727273
bn_ASV_000033	bn_ASV_000151	0.511028	1	119	0.353846	61.458333	59	96	0.614583333333333
bn_ASV_000033	bn_ASV_000203	0.508589	1	109	0.294742	56.321839	49	87	0.563218390804598
bn_ASV_000033	bn_ASV_000239	0.522013	3	116	0.283628	55.681818	49	88	0.556818181818182
bn_ASV_000033	bn_ASV_000475	0.605215	1	118	0.433959	58.139535	50	86	0.581395348837209
bn_ASV_000033	bp_ASV_000033	0.581801	1	120	0.341438	67.391304	62	92	0.673913043478261
bn_ASV_000033	bp_ASV_000036	0.489113	1	120	0.44454	64.761905	68	105	0.647619047619048
bn_ASV_000036	bn_ASV_000001	-0.703644	1	120	0.435301	67.5	81	120	0.675
bn_ASV_000036	bn_ASV_000072	0.538669	1	120	0.430475	63.043478	58	92	0.630434782608696
bn_ASV_000036	bn_ASV_000078	0.7099	1	118	0.541053	73.404255	69	94	0.734042553191489
bn_ASV_000036	bn_ASV_000089	0.539678	1	118	0.449582	69.473684	66	95	0.694736842105263
bn_ASV_000036	bn_ASV_000239	0.579288	1	118	0.384796	59.550562	53	89	0.595505617977528
bn_ASV_000036	bp_ASV_000017	0.564422	1	120	0.434634	59.793814	58	97	0.597938144329897
bn_ASV_000036	bp_ASV_000036	0.68886	1	120	0.588253	74.509804	76	102	0.745098039215686
bn_ASV_000036	en_ASV_00583	0.57264	1	120	0.487808	53.409091	47	88	0.534090909090909
bn_ASV_000036	ep_ASV_00032	0.511411	1	119	0.350418	58.510638	55	94	0.585106382978723
bn_ASV_000037	bn_ASV_000001	-0.643412	1	118	0.534362	60.504202	72	119	0.605042016806723
bn_ASV_000037	bn_ASV_000007	0.586299	1	120	0.516203	69.090909	76	110	0.690909090909091
bn_ASV_000037	bn_ASV_000026	0.749414	1	120	0.767756	70.29703	71	101	0.702970297029703
bn_ASV_000037	bn_ASV_000036	0.525876	1	118	0.455999	74.193548	69	93	0.741935483870968
bn_ASV_000037	bn_ASV_000073	0.755269	1	120	0.874222	75.641026	59	78	0.756410256410256
bn_ASV_000037	bn_ASV_000078	0.720327	1	120	0.571406	75.862069	66	87	0.758620689655172
bn_ASV_000037	bn_ASV_000088	0.697001	1	120	0.565061	72.340426	68	94	0.723404255319149
bn_ASV_000037	bn_ASV_000089	0.614873	1	120	0.493599	69.662921	62	89	0.696629213483146
bn_ASV_000037	bn_ASV_000102	0.787741	1	120	0.860276	77.906977	67	86	0.779069767441861
bn_ASV_000037	bn_ASV_000104	0.488612	1	119	0.321526	59.139785	55	93	0.591397849462366
